Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
6,14,1,3,0,3,8,4,10,15,37,0,0,1,0,51,1,9,6,8,8,13.242857142857144,3,16,5,9,8,13.875,6,12.7,3.7,1.79,0,0,0
5,15,2,10,1,14,12,26,5,12,13,1,0,1,0,46,0,7,13,17,4,14.285714285714286,0,11,5,14,3,11.425,4,15.5,-0.3,3.51,0,0,0
1,1,6,13,1,17,9,2,9,12,11,1,1,0,1,55,1,14,0,15,12,13.766666666666666,8,7,4,1,5,13.083333333333334,1,15.5,-0.3,-1.7,0,0,0
1,4,1,8,1,14,8,2,15,28,45,1,1,1,1,42,0,10,6,7,15,12.833333333333334,3,0,2,9,10,13.0,6,8.9,3.7,1.79,0,0,0
1,7,6,16,0,9,12,20,2,28,37,1,1,0,1,28,1,9,11,14,13,14.75,1,8,4,19,3,12.15,3,16.2,1.4,0.32,0,0,0
5,7,1,6,0,12,1,9,7,6,10,1,0,0,0,26,0,6,4,15,9,12.46,4,5,6,0,12,14.714285714285714,7,12.4,-0.3,0.79,0,0,0
2,12,6,10,1,9,3,9,9,11,36,0,0,0,0,46,0,0,15,2,7,11.832,0,0,0,8,1,12.666666666666666,0,13.9,0.5,0.32,0,0,0
3,16,1,15,0,14,9,25,28,12,24,1,0,0,0,42,0,7,6,16,5,10.2,6,16,1,7,8,10.166666666666666,2,11.1,0.5,-1.7,0,0,0
1,7,1,14,1,7,14,13,22,3,19,0,0,0,0,17,1,5,6,16,5,11.833333333333334,0,2,18,14,9,13.142857142857142,0,13.9,0.6,-1.7,0,0,0
5,3,5,1,1,8,9,1,20,15,4,1,0,1,0,34,0,6,18,11,12,11.757142857142856,1,3,14,0,0,11.0,3,16.2,2.8,3.51,0,0,0
1,3,3,15,1,7,8,25,28,23,10,0,1,1,1,36,0,1,1,19,10,13.761111111111113,1,13,10,3,11,11.25,6,16.2,2.6,-1.7,0,0,0
1,15,5,17,1,7,14,19,9,4,31,1,0,1,0,29,0,15,12,8,0,14.25,4,7,17,19,0,12.625,7,10.8,0.3,-4.06,0,0,0
1,8,1,9,1,6,12,7,2,3,6,1,0,1,0,17,0,0,6,24,0,13.166666666666666,3,13,10,18,1,13.4,1,7.6,2.8,0.32,0,0,0
1,10,3,5,1,3,14,17,7,6,44,1,1,1,0,17,0,0,5,16,7,11.98,2,9,12,18,8,10.75,3,16.2,-0.8,1.79,0,0,0
2,15,3,6,0,15,16,1,10,2,16,1,0,1,0,38,0,4,8,12,6,13.6,7,2,6,9,16,12.86,4,8.9,-0.8,-1.7,0,0,0
4,13,2,11,1,17,1,22,27,10,19,1,1,1,1,23,1,0,2,8,9,10.4,7,10,10,8,3,12.5625,7,11.1,-0.3,-3.12,0,0,0
2,15,6,8,1,10,21,4,20,31,5,0,1,1,0,29,0,1,10,7,9,11.833333333333334,2,4,7,9,6,11.95,0,13.9,-0.3,0.79,0,0,0
3,4,5,4,1,12,16,17,28,23,6,0,0,1,1,53,1,4,6,6,17,13.766666666666666,1,1,0,13,4,10.571428571428571,2,15.5,1.4,-1.7,0,0,0
4,12,1,10,0,14,14,29,15,28,4,0,0,1,0,39,0,1,12,10,6,12.495714285714286,0,1,14,21,3,0.0,8,15.5,-0.8,2.02,0,0,0
2,10,2,12,0,10,3,9,19,6,11,1,0,1,0,18,1,9,14,22,5,12.495714285714286,0,5,17,16,2,10.8,1,12.7,-0.8,1.74,0,0,0
5,12,5,17,0,2,12,20,25,7,12,1,1,1,0,26,0,0,5,7,13,13.548333333333334,7,8,6,8,8,12.666666666666666,0,10.8,0.3,-1.7,0,0,0
4,10,1,14,0,1,21,10,10,10,2,1,0,1,1,35,1,9,0,20,0,11.875,7,12,4,19,1,10.4,6,12.4,0.6,0.79,0,0,0
3,10,1,5,0,15,14,1,27,2,8,1,1,1,1,21,0,15,13,21,4,13.6875,1,8,7,12,10,12.457142857142856,6,11.1,3.7,1.74,0,0,0
2,11,5,2,1,11,14,5,29,15,10,1,0,1,1,47,0,0,5,11,2,12.514285714285716,2,13,17,18,12,13.285714285714286,8,10.8,0.3,2.02,0,0,0
3,14,1,6,1,1,1,4,25,18,11,1,0,1,0,48,0,15,2,5,4,14.833333333333334,4,4,3,5,8,10.8,1,9.4,2.6,-1.7,0,0,0
2,9,5,6,1,9,1,4,29,5,19,1,0,0,0,27,0,8,5,9,5,12.183333333333332,8,11,18,11,0,11.75,2,15.5,2.6,1.74,0,0,0
1,3,2,17,0,9,14,9,7,2,34,1,0,1,0,28,0,1,3,7,13,12.444444444444445,1,1,12,13,7,10.0,0,9.4,0.5,-1.7,0,0,0
1,4,1,9,0,12,1,7,1,2,7,0,0,1,0,50,1,10,6,10,13,15.75,6,12,18,15,12,12.042857142857144,2,10.8,0.5,-1.7,0,0,0
3,16,2,2,1,15,19,13,7,9,37,1,0,1,0,22,0,13,18,22,10,11.2,0,3,6,8,4,13.67,8,15.5,3.7,-1.7,0,0,0
5,8,1,3,1,2,8,3,15,2,5,1,0,0,0,34,1,5,8,1,5,10.6,2,8,5,3,4,10.8,6,12.7,0.5,-3.12,0,0,0
6,8,1,8,0,11,9,7,22,4,36,0,0,0,1,53,1,14,15,21,8,13.34,5,0,8,7,6,13.066666666666668,3,11.1,-0.8,2.02,0,0,0
4,16,6,5,1,3,9,23,21,10,9,0,0,1,1,32,0,5,1,3,0,11.666666666666666,1,4,8,11,12,11.714285714285714,0,12.7,1.4,0.32,0,0,0
