Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
Single,Online,1,Education,Daytime,PhD,,Master's degree,PhD,Professor,Researcher,No,No,Yes,No,24,No,,,,,,,,,,,,,3%,4%,4%,0,0,1
Married,In-person,2,Sociology,Evening,Bachelor's degree,,High School diploma,Bachelor's degree,Librarian,Pilot,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,2%,5%,5%,0,0,1
Divorced,Hybrid,3,History,Daytime,Associate's degree,,High School diploma,High School diploma,Social worker,Firefighter,No,No,Yes,No,31,No,,,,,,,,,,,,,1%,6%,6%,0,0,1
Single,Online,1,Engineering,Evening,Master's degree,,PhD,Master's degree,Architect,Dentist,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,5%,2%,2.5%,0,0,1
Married,In-person,2,Literature,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Writer,Musician,No,No,Yes,No,29,No,,,,,,,,,,,,,4%,3%,3%,0,0,1
Divorced,Hybrid,3,Medicine,Evening,High School diploma,,Bachelor's degree,Associate's degree,Pharmacist,Veterinarian,Yes,Yes,No,Yes,33,Yes,,,,,,,,,,,,,2%,5%,5%,0,0,1
Single,Online,1,Environmental Science,Daytime,PhD,,Master's degree,PhD,Biologist,Geologist,No,No,Yes,No,21,No,,,,,,,,,,,,,1%,6%,6%,0,0,1
Married,In-person,2,Physics,Evening,Bachelor's degree,,High School diploma,Bachelor's degree,Astronomer,Mathematician,Yes,Yes,,,,,,,,,,,,,,,,,,,,0,0,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,1
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,0,0,1
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,$35,0,0,1
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Professor,No,No,Yes,No,30,No,,,,,,,,,,,,,1%,6%,$40,0,0,1
Divorced,Hybrid,3,Education,Evening,Bachelor's degree,,High School diploma,Associate's degree,Artist,Chef,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,4%,3%,$45,0,0,1
Single,Online,1,Sociology,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Social worker,Firefighter,No,No,Yes,No,24,No,,,,,,,,,,,,,3%,4%,$50,0,0,1
Married,In-person,2,History,Evening,Master's degree,,PhD,Bachelor's degree,Psychologist,Architect,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,2%,5%,$55,0,0,1
Divorced,Hybrid,3,Linguistics,Daytime,Bachelor's degree,,Master's degree,High School diploma,Librarian,Mechanic,No,No,Yes,No,23,No,,,,,,,,,,,,,1%,6%,$60,0,0,1
Single,Online,1,Environmental Science,Evening,High School diploma,,Bachelor's degree,Master's degree,Biologist,Pilot,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,5%,2%,$65,0,0,1
Married,In-person,2,Political Science,Daytime,PhD,,Master's degree,Bachelor's degree,Diplomat,Economist,No,No,Yes,No,31,No,,,,,,,,,,,,,4%,3%,$70,0,0,1
Divorced,Hybrid,3,Mathematics,Evening,Bachelor's degree,,PhD,High School diploma,Mathematician,Electrician,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,3%,4%,$75,0,0,1
Single,Online,1,Public Health,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Nutritionist,Pharmacist,No,No,Yes,No,25,No,,,,,,,,,,,,,2%,5%,$80,0,0,1
Married,In-person,2,Anthropology,Evening,Master's degree,,PhD,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,1
Married,In person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,7%,3%,$25,0,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,6%,2.5%,$22,0,0,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,1
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Lawyer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,0,0,1
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,3%,2.2%,$28,0,0,1
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Artist,Architect,No,No,Yes,No,30,No,,,,,,,,,,,,,4.5%,2.8%,$30,0,0,1
Divorced,Hybrid,3,Sociology,Evening,Bachelor's degree,,High School diploma,High School diploma,Chef,Firefighter,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,5.5%,2.3%,$26,0,0,1
Single,Online,1,History,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Librarian,Professor,No,No,Yes,No,21,No,,,,,,,,,,,,,4.5%,2.1%,$24,0,0,1
Married,In-person,2,Linguistics,Evening,Master's degree,,PhD,Master's degree,Psychologist,Social worker,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,3.5%,2.4%,$27,0,0,1
Divorced,Hybrid,3,Mathematics,Daytime,Associate's degree,,High School diploma,High School diploma,Secretary,Carpenter,No,No,Yes,No,23,No,,,,,,,,,,,,,6.5%,2.6%,$23,0,0,1
Single,Online,1,Physics,Evening,PhD,,Master's degree,PhD,Researcher,Scientist,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,3.5%,2.3%,$26,0,0,1
Married,In-person,2,Chemistry,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Accountant,Banker,No,No,Yes,No,31,No,,,,,,,,,,,,,4%,2.2%,$28,0,0,1
Divorced,Hybrid,3,Engineering,Evening,Master's degree,,PhD,Master's degree,Lawyer,Judge,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,3.5%,2.1%,$24,0,0,1
Single,Online,1,Biology,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Pharmacist,Dentist,No,No,Yes,No,22,No,,,,,,,,,,,,,5%,2.4%,$27,0,0,1
Married,In-person,2,Environmental Science,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,1
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,3%,1%,$25,0,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,4%,2%,$22,0,0,1
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,2%,1%,$28,0,0,1
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Professor,No,No,Yes,No,28,No,,,,,,,,,,,,,3%,2%,$30,0,0,1
Divorced,Hybrid,3,Sociology,Evening,Bachelor's degree,,High school diploma,Associate's degree,Artist,Chef,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,4%,1%,$26,0,0,1
Single,Online,1,Education,Daytime,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,No,No,Yes,No,24,No,,,,,,,,,,,,,3%,2%,$23,0,0,1
Married,In-person,2,Medicine,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,2%,1%,$27,0,0,1
Divorced,Hybrid,3,History,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,31,No,,,,,,,,,,,,,5%,2%,$24,0,0,1
Single,Online,1,Engineering,Evening,PhD,,Master's degree,PhD,Lawyer,Professor,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,4%,1%,$29,0,0,1
Married,In-person,2,Art,Daytime,Bachelor's degree,,High school diploma,Associate's degree,Artist,Chef,No,No,Yes,No,27,No,,,,,,,,,,,,,3%,2%,$31,0,0,1
Divorced,Hybrid,3,Linguistics,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,33,Yes,,,,,,,,,,,,,2%,1%,$32,0,0,1
Single,Online,1,Environmental Science,Daytime,Master's degree,,PhD,Master's degree,Scientist,Engineer,No,No,Yes,No,21,No,,,,,,,,,,,,,5%,2%,$21,0,0,1
Married,In-person,2,Political Science,Evening,Bachelor's degree,,Master's degree,PhD,Lawyer,Professor,,,,,,,,,,,,,,,,,,,,,,0,0,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,3%,0,0,1
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,6%,3%,2%,0,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,25,No,,,,,,,,,,,,,4%,2%,4%,0,0,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,Bachelor's degree,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,1
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Master's degree,Teacher,Lawyer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,1%,$18,0,0,1
Single,Online,1,Nursing,Evening,Master's degree,,Doctorate,Doctorate,Professor,Scientist,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,3%,4%,$30,0,0,1
Married,In-person,2,Engineering,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Secretary,Engineer,No,No,Yes,No,24,No,,,,,,,,,,,,,4%,3%,$28,0,0,1
Divorced,Hybrid,3,Economics,Evening,High school diploma,,Bachelor's degree,Master's degree,Accountant,Manager,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,5%,2%,$22,0,0,1
Single,Online,1,Marketing,Daytime,Associate's degree,,High school diploma,High school diploma,Chef,Carpenter,No,No,Yes,No,23,No,,,,,,,,,,,,,7%,1%,$16,0,0,1
Married,In-person,2,Sociology,Evening,Master's degree,,Doctorate,Doctorate,Psychologist,Psychiatrist,Yes,Yes,No,Yes,30,Yes,,,,,,,,,,,,,3%,4%,$32,0,0,1
Divorced,Hybrid,3,History,Daytime,Bachelor's degree,,Master's degree,Bachelor's degree,Lawyer,Judge,No,No,Yes,No,27,No,,,,,,,,,,,,,4%,3%,$26,0,0,1
Single,Online,1,Education,Evening,High school diploma,,Bachelor's degree,Master's degree,Social worker,Counselor,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,2%,5%,$35,0,0,1
Married,In-person,2,Art,Daytime,Associate's degree,,High school diploma,High school diploma,Artist,Musician,No,No,Yes,No,21,No,,,,,,,,,,,,,3%,4%,$29,0,0,1
Divorced,Hybrid,3,Music,Evening,Master's degree,,Doctorate,Doctorate,Dancer,Actor,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,2%,5%,$33,0,0,1
Single,Online,1,Law,Daytime,Bachelor's degree,,Master's degree,Bachelor's degree,Judge,Lawyer,No,No,Yes,No,24,No,,,,,,,,,,,,,4%,3%,$27,0,0,1
Married,In-person,2,Medicine,Evening,High school diploma,,Bachelor's degree,Master's degree,Pharm,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,2.5%,0,0,1
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Engineer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,3%,1%,3%,0,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,4%,2.5%,2.8%,0,0,1
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Lawyer,Professor,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,2%,1.5%,3.2%,0,0,1
Married,In-person,2,Engineering,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Architect,No,No,Yes,No,27,No,,,,,,,,,,,,,3%,1.5%,3.5%,0,0,1
Divorced,Hybrid,3,Economics,Evening,PhD,,Bachelor's degree,Master's degree,Scientist,Researcher,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,4%,2%,3.8%,0,0,1
Single,Online,1,Medicine,Daytime,High School diploma,,Master's degree,PhD,Artist,Musician,No,No,Yes,No,24,No,,,,,,,,,,,,,2%,1.5%,4%,0,0,1
Married,In-person,2,Law,Evening,Bachelor's degree,,PhD,Master's degree,Lawyer,Judge,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,3%,1.5%,4.2%,0,0,1
Divorced,Hybrid,3,Sociology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,31,No,,,,,,,,,,,,,4%,2%,4.5%,0,0,1
Single,Online,1,Education,Evening,Master's degree,,PhD,Master's degree,Professor,Scientist,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,2%,1.5%,4.8%,0,0,1
Married,In-person,2,Environmental Science,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Architect,No,No,Yes,No,26,No,,,,,,,,,,,,,3%,1.5%,5%,0,0,1
Divorced,Hybrid,3,History,Evening,PhD,,Bachelor's degree,Master's degree,Lawyer,Judge,Yes,Yes,No,Yes,33,Yes,,,,,,,,,,,,,4%,2%,5.2%,0,0,1
Single,Online,1,Mathematics,Daytime,High School diploma,,Master's degree,PhD,Artist,Musician,No,No,Yes,No,21,No,,,,,,,,,,,,,2%,1.5%,5.5%,0,0,1
Married,In-person,2,Physics,Evening,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,3%,0,0,1
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,6%,3%,2%,0,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,4%,1%,4%,0,0,1
Single,Online,1,Nursing,Daytime,Master's degree,,PhD,Master's degree,Scientist,Engineer,No,No,Yes,No,23,Yes,,,,,,,,,,,,,3%,2%,5%,0,0,1
Married,In-person,2,Economics,Evening,Bachelor's degree,,High school diploma,Bachelor's degree,Chef,Lawyer,Yes,Yes,No,Yes,27,No,,,,,,,,,,,,,5%,3%,4%,0,0,1
Divorced,Hybrid,3,Marketing,Daytime,High school diploma,,Bachelor's degree,Associate's degree,Artist,Musician,No,No,Yes,No,24,Yes,,,,,,,,,,,,,6%,2%,3%,0,0,1
Single,Online,1,Education,Daytime,PhD,,Master's degree,PhD,Professor,Researcher,No,No,Yes,No,21,No,,,,,,,,,,,,,4%,1%,6%,0,0,1
Married,In-person,2,Sociology,Evening,Associate's degree,,High school diploma,Bachelor's degree,Librarian,Architect,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,3%,2%,5%,0,0,1
Divorced,Hybrid,3,History,Daytime,Bachelor's degree,,PhD,Master's degree,Psychologist,Social worker,No,No,Yes,No,28,No,,,,,,,,,,,,,5%,3%,4%,0,0,1
Single,Online,1,Engineering,Daytime,High school diploma,,Bachelor's degree,Bachelor's degree,Pharmacist,Dentist,No,No,Yes,No,24,Yes,,,,,,,,,,,,,6%,2%,3%,0,0,1
Married,In-person,2,Literature,Evening,Master's degree,,High school diploma,Associate's degree,Writer,Journalist,Yes,Yes,No,Yes,29,No,,,,,,,,,,,,,4%,1%,6%,0,0,1
Divorced,Hybrid,3,Chemistry,Daytime,PhD,,Master's degree,PhD,Biologist,Physicist,No,No,Yes,No,26,Yes,,,,,,,,,,,,,3%,2%,5%,0,0,1
Single,Online,1,Physics,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Veterinarian,Farmer,No,No,Yes,No,23,No,,,,,,,,,,,,,5%,3%,4%,0,0,1
Married,In-person,2,Art,Evening,High school diploma,,Bachelor's degree,Associate's degree,Dancer,Actor,Yes,Yes,,,,,,,,,,,,,,,,,,,,0,0,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,1
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,0,0,1
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,2%,5%,$35,0,0,1
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Chef,Lawyer,No,No,Yes,No,26,No,,,,,,,,,,,,,1%,6%,$40,0,0,1
Divorced,Hybrid,3,Sociology,Evening,High school diploma,,Bachelor's degree,Associate's degree,Artist,Carpenter,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,4%,3%,$45,0,0,1
Single,Online,1,Education,Daytime,PhD,,Master's degree,PhD,Professor,Researcher,No,No,Yes,No,21,No,,,,,,,,,,,,,3%,4%,$50,0,0,1
Married,In-person,2,History,Evening,Associate's degree,,High school diploma,Bachelor's degree,Librarian,Pilot,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,2%,5%,$55,0,0,1
Divorced,Hybrid,3,Linguistics,Daytime,Bachelor's degree,,PhD,Master's degree,Psychologist,Social worker,No,No,Yes,No,24,No,,,,,,,,,,,,,1%,6%,$60,0,0,1
Single,Online,1,Environmental Science,Evening,High school diploma,,Bachelor's degree,Associate's degree,Environmentalist,Electrician,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$65,0,0,1
Married,In-person,2,Political Science,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Journalist,Firefighter,No,No,Yes,No,28,No,,,,,,,,,,,,,3%,4%,$70,0,0,1
Divorced,Hybrid,3,Mathematics,Evening,Master's degree,,PhD,Master's degree,Mathematician,Statistician,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,2%,5%,$75,0,0,1
Single,Online,1,Art History,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Dancer,Musician,No,No,Yes,No,22,No,,,,,,,,,,,,,1%,6%,$80,0,0,1
Married,In-person,2,Anthropology,Evening,High school diploma,,Bachelor's degree,Associate's,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,1
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,No,Yes,Yes,Yes,25,Yes,,,,,,,,,,,,,3%,1%,$25,0,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,Yes,No,No,No,30,No,,,,,,,,,,,,,4%,2.5%,$22,0,0,1
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,No,Yes,Yes,Yes,22,Yes,,,,,,,,,,,,,3.5%,1.5%,$23,0,0,1
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Professor,No,No,Yes,No,28,No,,,,,,,,,,,,,2.5%,1.2%,$24,0,0,1
Divorced,Hybrid,3,Sociology,Evening,Bachelor's degree,,High School diploma,High School diploma,Artist,Musician,Yes,Yes,No,No,32,Yes,,,,,,,,,,,,,4.5%,2.2%,$21,0,0,1
Single,Online,1,Education,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Librarian,Architect,No,No,Yes,Yes,24,No,,,,,,,,,,,,,3%,1.3%,$26,0,0,1
Married,In-person,2,Medicine,Evening,Master's degree,,PhD,Master's degree,Surgeon,Dentist,No,Yes,Yes,Yes,26,Yes,,,,,,,,,,,,,2.2%,1.1%,$27,0,0,1
Divorced,Hybrid,3,Environmental Science,Daytime,Associate's degree,,Bachelor's degree,Bachelor's degree,Environmentalist,Biologist,Yes,No,No,No,31,No,,,,,,,,,,,,,4%,2%,$24,0,0,1
Single,Online,1,History,Evening,Bachelor's degree,,Master's degree,PhD,Historian,Archaeologist,No,Yes,Yes,Yes,23,Yes,,,,,,,,,,,,,3.5%,1.4%,$28,0,0,1
Married,In-person,2,Linguistics,Daytime,High School diploma,,Bachelor's degree,Master's degree,Translator,Linguist,No,No,Yes,No,27,No,,,,,,,,,,,,,2.3%,1.2%,$29,0,0,1
