Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
Single,Online,1,Environmental Science,Daytime,High school diploma,,Associate's degree,Associate's degree,Interior designer,Real estate agent,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$23,1,1,1
Married,In-person,2,Geography,Evening,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,1,1
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,1,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,1,1,1
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,$35,1,1,1
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Lawyer,No,No,Yes,No,24,No,,,,,,,,,,,,,1%,6%,$40,1,1,1
Divorced,Hybrid,3,Marketing,Evening,High School diploma,,Bachelor's degree,Associate's degree,Artist,Carpenter,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,0.5%,7%,$45,1,1,1
Single,Online,1,Education,Daytime,PhD,,Master's degree,PhD,Professor,Researcher,No,No,Yes,No,30,No,,,,,,,,,,,,,0.2%,8%,$50,1,1,1
Married,In-person,2,Sociology,Evening,Associate's degree,,High School diploma,Bachelor's degree,Librarian,Pilot,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,0.1%,9%,$55,1,1,1
Divorced,Hybrid,3,History,Daytime,Bachelor's degree,,PhD,Master's degree,Psychologist,Social worker,No,No,Yes,No,29,No,,,,,,,,,,,,,0.05%,10%,$60,1,1,1
Single,Online,1,Linguistics,Evening,High School diploma,,Bachelor's degree,Associate's degree,Translator,Musician,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,0.02%,11%,$65,1,1,1
Married,In-person,2,Environmental Science,Daytime,Master's degree,,High School diploma,Bachelor's degree,Gardener,Mechanic,No,No,Yes,No,31,No,,,,,,,,,,,,,0.01%,12%,$70,1,1,1
Divorced,Hybrid,3,Anthropology,Evening,Associate's degree,,Bachelor's degree,High School diploma,Dancer,Actor,Yes,Yes,No,Yes,33,Yes,,,,,,,,,,,,,0.005%,13%,$75,1,1,1
Single,Online,1,Public Health,Daytime,PhD,,Master's degree,PhD,Social worker,Psychologist,No,No,Yes,No,35,No,,,,,,,,,,,,,0.002%,14%,$80,1,1,1
Married,In-person,2,Political Science,Evening,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,18,No,,,,,,,,,,,,,5%,2%,$20,1,1,1
