Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Probability
1,8,1,4,1,1,1,23,27,6,10,1,0,0,1,1,1,23,0,17,18,19,18,11.894736842105264,0,12,13,13,13,12.923076923076923,0,15.5,2.8,-4.06,1
2,12,1,3,0,12,1,22,27,7,7,0,0,0,1,1,0,49,0,0,6,8,6,12.166666666666666,0,0,6,8,6,14.428571428571429,0,12.4,0.5,1.79,1
1,1,1,12,1,1,1,13,14,10,8,1,0,0,1,1,0,22,0,0,7,8,6,14.333333333333334,0,0,8,9,7,13.771428571428572,0,11.1,0.6,2.02,1
1,12,1,15,1,9,1,1,1,10,10,1,0,0,1,1,0,52,0,0,6,7,5,13.0,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,1
1,8,1,5,1,1,1,22,28,10,8,0,0,0,1,1,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,12.0,0,12.4,0.5,1.79,1
1,1,1,2,1,1,1,22,14,6,9,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,1
1,1,4,2,1,1,1,1,1,1,4,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,1
1,12,1,15,1,12,1,22,27,1,1,1,0,0,1,1,0,28,0,0,6,7,6,13.166666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,1
1,8,6,15,1,1,1,22,27,6,6,1,0,0,1,1,0,18,0,0,6,6,6,15.166666666666666,0,0,6,6,6,14.833333333333334,0,9.4,-0.8,-3.12,1
1,14,2,12,1,1,1,23,27,5,5,1,0,0,1,1,1,28,0,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,1
1,14,1,17,0,1,1,1,1,7,7,0,0,0,1,1,0,34,0,0,5,5,5,13.8,0,0,5,6,5,13.833333333333334,0,9.4,-0.8,-3.12,1
1,1,3,12,1,1,1,23,14,8,10,1,0,0,1,1,1,20,0,0,8,8,7,13.024285714285714,0,0,8,8,7,13.024285714285714,0,10.8,1.4,1.74,1
1,1,1,15,1,1,1,1,3,4,8,1,0,0,1,1,1,18,0,0,6,7,6,11.666666666666666,0,0,6,12,5,10.2,0,12.4,0.5,1.79,1
2,14,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,37,0,7,12,13,12,12.25,0,8,13,13,13,12.846153846153848,0,9.4,-0.8,-3.12,1
1,9,1,14,1,1,1,1,27,10,10,1,0,0,1,1,0,22,0,0,6,11,4,13.0,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,1
2,15,1,3,0,14,1,1,1,6,6,0,0,0,1,1,0,37,0,12,16,17,16,14.125,0,6,11,14,10,13.0,0,12.4,0.5,1.79,1
1,4,1,4,1,3,1,3,3,7,3,1,0,0,1,1,0,29,0,1,6,10,6,17.11111111111111,0,2,6,9,6,15.571428571428571,0,13.9,-0.3,0.79,1
1,8,1,6,1,1,1,13,14,2,2,1,0,0,1,1,0,18,0,0,6,10,6,14.7,0,0,6,10,6,12.0,0,16.2,0.3,-0.92,1
1,1,1,15,1,1,1,1,14,10,8,0,0,0,1,1,1,18,0,0,6,6,6,15.5,0,0,6,6,6,14.166666666666666,0,11.1,0.6,2.02,1
1,1,1,9,1,1,1,23,14,6,8,0,0,0,1,1,0,19,0,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,1
1,1,1,12,1,1,1,3,14,4,11,0,0,0,1,1,0,19,0,0,8,8,7,14.535714285714286,0,0,8,8,7,14.535714285714286,0,10.8,1.4,1.74,1
2,12,1,12,1,3,1,1,1,5,7,0,0,0,1,1,0,32,0,0,7,7,7,13.62857142857143,0,0,8,8,8,13.9125,0,13.9,-0.3,0.79,1
1,15,1,5,1,14,1,1,1,10,10,0,0,0,1,1,1,22,0,2,7,7,7,12.285714285714286,0,5,9,10,8,12.375,0,12.4,0.5,1.79,1
1,1,2,2,1,1,1,13,14,5,8,1,0,0,1,1,0,22,0,14,17,21,17,12.578947368421051,0,15,17,20,17,12.117647058823527,0,11.1,0.6,2.02,1
1,14,1,10,1,14,1,2,1,2,3,0,0,0,1,1,0,21,0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,1
1,15,1,4,1,14,1,2,1,5,7,0,0,0,1,1,0,21,0,0,6,12,5,12.142857142857142,0,0,6,11,5,11.666666666666666,0,13.9,-0.3,0.79,1
2,12,1,17,0,1,1,22,14,6,4,1,0,0,1,1,0,33,0,0,5,5,5,14.2,0,0,5,6,5,13.833333333333334,0,10.8,1.4,1.74,1
1,8,5,7,1,1,1,1,14,10,10,1,0,0,1,1,0,20,0,0,5,10,3,13.333333333333334,0,0,5,11,5,13.571428571428571,0,12.4,0.5,1.79,1
1,1,1,15,1,1,1,1,14,5,5,0,0,0,1,1,1,19,0,0,6,10,4,14.0,0,0,6,9,6,12.333333333333334,0,9.4,-0.8,-3.12,1
1,12,1,4,1,1,1,22,14,7,5,0,0,0,1,1,0,35,0,1,6,7,5,12.8,0,1,6,11,5,13.833333333333334,0,15.5,2.8,-4.06,1
1,1,4,12,1,1,1,13,1,5,5,1,0,0,1,1,0,19,0,0,8,8,7,12.665714285714284,0,0,8,8,7,12.665714285714284,0,10.8,1.4,1.74,1
1,1,1,10,1,1,1,1,1,4,4,0,0,0,1,1,0,20,0,0,6,9,5,11.0,0,0,6,9,5,12.166666666666666,0,11.1,0.6,2.02,1
1,1,1,15,1,1,1,21,27,1,1,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,0.32,1
1,1,3,15,1,1,1,3,1,3,5,1,0,0,1,1,0,20,0,0,6,6,5,12.8,0,0,6,11,3,12.75,0,15.5,2.8,-4.06,1
2,12,1,4,1,1,1,22,27,10,10,0,0,0,1,1,0,29,0,0,6,9,6,16.11111111111111,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,1
1,1,1,12,1,1,1,23,27,10,8,1,0,0,1,1,1,18,0,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,1
1,15,1,8,1,14,1,22,27,7,7,1,0,0,1,1,0,22,0,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,1
2,14,1,4,1,1,1,22,27,10,8,0,0,0,1,1,0,41,0,18,19,19,19,12.68421052631579,0,12,13,13,13,12.384615384615383,0,15.5,2.8,-4.06,1
1,1,1,6,1,1,1,1,1,10,10,1,0,0,1,1,0,19,0,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,1
2,12,1,17,0,9,1,22,27,10,10,1,0,0,1,1,0,52,0,0,5,5,5,13.6,0,0,5,5,5,14.2,0,7.6,2.6,0.32,1
1,1,1,12,1,1,1,1,14,10,10,0,0,0,1,1,0,18,0,0,7,7,6,13.391666666666666,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,1
1,1,1,15,1,1,1,22,28,10,7,1,0,0,1,1,0,18,0,0,6,6,6,13.833333333333334,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,1
1,14,1,15,1,1,1,23,14,10,10,1,0,0,1,1,1,20,0,0,6,6,6,12.333333333333334,0,0,6,7,6,14.0,0,12.4,0.5,1.79,1
1,8,5,7,1,1,4,4,10,3,10,1,0,0,1,1,0,20,1,0,5,5,5,14.8,0,0,5,5,5,17.6,0,8.9,1.4,3.51,1
1,1,1,2,1,1,1,3,2,3,6,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
1,1,1,5,1,1,1,22,27,10,10,1,0,0,1,1,0,19,0,0,6,6,6,13.5,0,0,6,6,6,13.166666666666666,0,9.4,-0.8,-3.12,1
1,8,1,6,1,1,1,23,14,9,9,0,0,0,1,1,0,20,0,0,5,7,5,14.6,1,0,5,5,5,14.2,0,12.7,3.7,-1.7,1
1,16,1,3,0,2,1,13,28,10,11,0,0,0,1,1,0,42,0,8,12,12,11,14.454545454545457,0,7,11,11,10,14.2,0,11.1,0.6,2.02,1
1,1,2,12,1,1,1,23,27,10,10,1,0,0,1,1,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,1
2,14,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,30,0,6,10,14,9,12.333333333333334,0,7,10,12,8,12.0,0,9.4,-0.8,-3.12,1
1,1,1,15,1,1,1,13,27,10,10,0,0,0,1,1,0,19,0,0,6,8,6,12.833333333333334,0,0,6,8,6,13.333333333333334,0,15.5,2.8,-4.06,1
1,1,2,12,1,1,1,13,14,5,8,1,0,0,1,1,0,18,0,0,7,9,7,14.594444444444443,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,1
1,1,1,11,1,1,1,1,28,10,10,1,0,0,1,1,1,20,0,0,6,7,6,13.571428571428571,0,0,6,8,6,13.166666666666666,0,8.9,1.4,3.51,1
1,1,1,4,1,1,1,13,27,10,10,1,0,0,1,1,0,19,0,8,12,17,11,12.0,2,4,12,21,12,12.307692307692308,0,15.5,2.8,-4.06,1
1,8,3,11,1,1,1,13,1,5,5,1,0,0,1,1,1,18,0,0,6,7,6,12.142857142857142,0,0,6,8,6,11.333333333333334,0,8.9,1.4,3.51,1
1,1,1,2,1,1,1,13,27,8,8,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
2,12,1,2,1,9,1,22,27,8,8,1,0,0,1,1,0,36,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1
1,1,2,2,1,1,1,23,14,10,10,1,0,0,1,1,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1
1,1,1,14,1,1,1,3,3,4,4,1,0,0,1,1,0,19,0,0,6,9,5,13.333333333333334,0,0,6,6,5,13.0,0,12.4,0.5,1.79,1
1,1,1,8,1,1,1,2,27,10,8,1,0,0,1,1,1,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,1
1,1,2,12,1,1,1,3,1,10,10,0,0,0,1,1,0,19,0,0,8,8,7,13.828571428571427,0,0,8,8,7,13.828571428571427,0,12.7,3.7,-1.7,1
1,1,1,2,1,1,1,23,14,10,3,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,1
1,1,6,12,1,1,1,23,14,4,4,1,0,0,1,1,0,18,0,0,7,7,7,13.175714285714289,0,0,8,8,8,14.925,0,12.4,0.5,1.79,1
1,1,5,11,1,1,1,3,14,4,10,1,0,0,1,1,0,20,0,0,6,10,4,13.0,0,0,6,6,6,13.0,0,12.4,0.5,1.79,1
2,12,1,11,1,12,1,22,14,10,11,0,0,0,1,1,0,53,0,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,1
1,1,4,12,1,1,1,22,28,10,10,1,0,0,1,1,1,18,0,0,8,8,7,13.331428571428573,0,0,8,8,7,13.331428571428573,0,10.8,1.4,1.74,1
1,1,6,5,1,6,1,1,1,10,10,1,0,0,1,1,0,22,0,0,6,6,6,14.166666666666666,0,0,6,8,6,13.625,0,10.8,1.4,1.74,1
4,14,1,12,1,12,1,19,24,1,1,0,0,0,1,1,0,30,0,11,14,26,12,12.52608695652174,1,11,14,26,12,12.52608695652174,1,7.6,2.6,0.32,1
1,8,1,14,1,1,1,1,14,5,9,0,0,0,1,1,1,19,0,0,6,7,6,12.0,0,0,6,6,6,14.0,0,12.4,0.5,1.79,1
1,15,1,4,1,14,1,1,28,5,5,1,0,0,1,1,1,20,0,0,6,9,6,13.444444444444445,0,0,6,9,5,12.6,0,13.9,-0.3,0.79,1
1,12,1,2,1,1,1,3,1,3,11,1,0,0,1,1,0,24,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
1,8,6,9,1,1,1,13,1,10,5,1,0,0,1,1,0,19,0,0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,1
1,15,1,2,1,14,1,4,4,3,3,0,0,0,1,1,0,25,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,1
1,1,4,15,1,1,1,13,14,8,8,1,0,0,1,1,1,20,0,0,6,6,6,12.166666666666666,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,1
1,17,1,6,1,16,1,1,14,4,9,1,0,0,1,1,1,21,0,7,11,15,9,14.22222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,1
1,15,1,4,1,14,1,1,27,7,7,1,0,0,1,1,0,20,0,0,6,14,5,11.714285714285714,0,0,6,15,5,12.0,0,16.2,0.3,-0.92,1
1,8,1,2,1,1,1,13,27,6,10,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,1
1,8,1,11,1,1,1,1,1,4,4,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.428571428571429,0,11.1,0.6,2.02,1
1,14,1,5,1,1,1,13,28,10,8,0,0,0,1,1,0,26,0,9,14,14,14,14.0,0,7,13,13,13,13.615384615384617,0,15.5,2.8,-4.06,1
2,12,2,9,1,1,1,13,27,5,8,0,0,0,1,1,0,34,0,0,5,10,3,11.666666666666666,1,0,5,7,4,12.75,0,9.4,-0.8,-3.12,1
1,1,2,5,1,1,1,23,14,8,8,1,0,0,1,1,0,18,0,0,6,7,6,12.833333333333334,0,0,6,7,6,12.571428571428571,0,8.9,1.4,3.51,1
1,8,4,10,1,1,1,22,27,10,9,1,0,0,1,1,0,21,0,0,6,6,6,12.333333333333334,0,0,6,7,6,13.666666666666666,0,8.9,1.4,3.51,1
1,12,1,4,1,1,1,3,1,6,10,0,0,0,1,1,0,27,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.833333333333334,0,11.1,0.6,2.02,1
1,1,1,12,1,1,1,2,14,4,10,0,0,0,1,1,0,23,0,0,7,7,6,13.483333333333334,0,0,7,7,6,13.483333333333334,0,7.6,2.6,0.32,1
1,1,3,9,1,1,1,3,3,6,11,0,0,0,1,1,0,20,0,0,5,7,5,11.6,0,0,5,5,5,12.8,0,12.4,0.5,1.79,1
1,8,3,15,1,1,1,2,1,4,4,1,0,0,1,1,0,18,0,0,6,7,6,13.166666666666666,0,0,6,7,6,12.666666666666666,0,16.2,0.3,-0.92,1
1,14,1,17,0,1,1,23,28,10,8,0,0,0,1,1,1,32,0,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,1
1,16,1,2,1,1,1,2,1,4,4,1,0,0,1,1,0,21,0,6,12,12,12,13.666666666666666,0,4,11,16,11,13.0,0,8.9,1.4,3.51,1
1,1,1,2,1,1,1,1,1,5,10,0,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,1
1,14,1,14,1,1,9,22,27,10,10,1,0,0,1,1,0,23,1,3,9,11,6,10.5,0,4,10,10,10,11.7,0,9.4,-0.8,-3.12,1
1,1,4,12,1,1,1,1,1,5,11,1,0,0,1,1,1,18,0,0,7,7,7,14.682857142857143,0,0,8,9,8,15.055555555555555,0,12.4,0.5,1.79,1
1,8,2,5,1,1,1,1,14,22,29,1,0,0,1,1,0,19,0,0,6,9,5,12.0,0,0,6,10,4,11.2,0,8.9,1.4,3.51,1
1,12,1,3,0,13,1,23,27,5,9,0,0,0,1,1,0,29,0,0,6,11,6,12.0,0,0,6,6,6,14.0,0,11.1,0.6,2.02,1
1,1,1,15,1,1,1,13,9,1,1,1,0,0,1,1,0,19,0,0,6,6,6,11.666666666666666,0,0,6,10,3,12.666666666666666,0,7.6,2.6,0.32,1
1,12,1,17,0,1,1,1,27,5,7,0,0,0,1,1,0,25,0,0,5,6,4,10.5,0,0,5,6,5,12.0,0,9.4,-0.8,-3.12,1
1,1,1,11,1,1,2,22,1,10,4,1,0,0,1,1,0,18,1,0,6,6,6,13.666666666666666,0,0,6,6,6,13.5,0,7.6,2.6,0.32,1
1,1,2,9,1,1,1,22,28,10,10,1,0,0,1,1,0,19,0,0,5,10,5,12.0,0,0,5,9,5,11.5,0,13.9,-0.3,0.79,1
2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,52,0,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,1
1,15,1,4,1,14,1,23,28,10,9,1,0,0,1,1,0,20,0,0,6,8,5,12.857142857142858,0,0,6,11,6,12.3,0,16.2,0.3,-0.92,1
2,12,1,6,1,1,1,22,27,12,12,0,0,0,1,1,0,33,0,0,5,7,4,13.5,0,0,5,6,5,11.6,0,7.6,2.6,0.32,1
1,1,1,9,1,1,1,1,14,6,6,1,0,0,1,1,1,19,0,0,5,6,5,13.2,0,0,5,6,5,12.666666666666666,0,16.2,0.3,-0.92,1
1,8,1,6,1,1,1,23,27,10,10,1,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,5,12.142857142857142,0,10.8,1.4,1.74,1
1,1,1,10,1,1,1,23,28,8,8,1,0,0,1,1,0,18,0,0,6,8,6,12.5,0,0,6,7,6,11.5,0,10.8,1.4,1.74,1
1,1,1,5,1,1,1,22,14,10,5,0,0,0,1,1,1,20,0,1,6,7,6,13.5,0,1,6,9,5,12.5,0,10.8,1.4,1.74,1
1,8,4,5,1,1,1,23,1,10,10,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,8,6,13.125,0,10.8,1.4,1.74,1
1,1,1,8,1,1,1,6,9,5,6,0,0,0,1,1,0,21,0,0,5,8,3,14.0,0,0,5,5,5,12.8,0,7.6,2.6,0.32,1
1,15,1,4,1,14,1,22,27,10,7,1,0,0,1,1,1,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,1
4,14,1,17,0,1,1,22,27,6,6,0,0,0,1,1,0,36,0,0,5,5,5,13.8,0,0,5,6,5,13.8,0,12.7,3.7,-1.7,1
1,12,1,12,1,12,1,23,28,10,9,1,0,0,1,1,0,24,0,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,1
1,1,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,18,0,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,1
1,8,1,14,1,1,1,1,27,5,6,0,0,0,1,1,0,21,0,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,1
1,1,2,14,1,1,1,3,1,3,7,1,0,0,1,1,1,21,0,0,6,8,6,15.166666666666666,0,0,6,7,6,14.428571428571429,0,8.9,1.4,3.51,1
1,1,1,5,1,1,1,1,1,4,10,0,0,0,1,1,0,19,0,0,6,6,6,11.833333333333334,0,0,6,8,4,10.75,2,16.2,0.3,-0.92,1
1,15,1,4,1,14,1,13,27,10,10,1,0,0,1,1,0,23,0,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,8.9,1.4,3.51,1
1,8,2,3,0,1,1,1,14,5,13,1,0,0,1,1,0,22,0,0,6,7,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,1
1,12,1,4,1,1,1,1,3,3,7,0,0,0,1,1,0,32,0,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,15.5,2.8,-4.06,1
1,8,1,9,1,1,1,22,28,10,8,1,0,0,1,1,0,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,1
1,9,1,4,1,1,1,1,28,10,7,0,0,0,1,1,0,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,1
1,1,1,17,0,1,1,2,27,5,10,1,0,0,1,1,0,22,0,0,5,9,5,12.428571428571429,1,0,5,7,5,11.8,0,7.6,2.6,0.32,1
1,1,1,9,1,1,1,23,1,4,11,1,0,0,1,1,0,19,0,0,5,5,5,13.8,0,0,5,7,5,12.4,0,9.4,-0.8,-3.12,1
1,15,1,5,1,14,1,1,28,6,6,1,1,0,1,1,1,21,0,2,7,7,4,11.5,0,5,9,10,7,12.142857142857142,0,12.4,0.5,1.79,1
1,8,2,9,1,1,1,13,28,10,8,1,0,0,1,1,0,19,0,0,5,8,5,13.25,0,0,5,8,5,11.0,0,13.9,-0.3,0.79,1
1,1,1,2,1,1,1,22,27,10,10,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1
1,1,1,10,1,1,1,4,5,3,3,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11.0,0,10.8,1.4,1.74,1
1,1,1,12,1,1,1,22,14,10,10,1,0,0,1,1,0,19,0,0,7,7,7,13.725714285714286,0,0,8,8,8,14.5,0,11.1,0.6,2.02,1
2,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,32,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,1
1,1,1,15,1,1,1,22,27,10,8,1,0,0,1,1,1,21,0,0,6,6,6,13.5,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,1
2,14,1,5,1,2,1,22,27,7,7,1,0,0,1,1,0,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,1
1,1,2,12,1,1,1,4,2,3,4,1,0,0,1,1,0,18,0,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,1
1,1,1,17,0,1,1,23,27,10,10,0,0,0,1,1,1,24,0,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,1
2,12,1,3,0,1,1,22,27,10,10,0,0,0,0,1,0,35,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,1
1,1,6,12,1,1,1,3,1,3,2,1,0,0,1,1,0,18,0,0,8,10,8,13.05375,2,0,8,10,8,13.05375,2,9.4,-0.8,-3.12,1
1,9,1,7,1,1,1,1,1,5,4,1,0,0,1,1,0,20,0,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,1
1,15,1,4,1,14,1,1,14,5,9,0,0,0,1,1,0,20,0,0,6,7,6,13.571428571428571,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,1
1,8,1,14,1,1,1,1,1,5,5,1,0,0,1,1,0,20,0,0,6,9,6,14.666666666666666,0,0,6,7,6,13.857142857142858,0,8.9,1.4,3.51,1
1,1,1,12,1,1,1,13,14,4,4,0,0,0,1,1,0,19,0,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,1
1,14,1,4,1,1,1,2,4,5,2,0,0,0,1,1,0,35,0,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,1
2,12,1,15,1,13,1,22,27,10,8,1,0,0,1,1,0,57,0,0,6,7,5,14.2,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,1
1,15,1,8,1,14,1,2,1,4,7,1,0,0,1,1,0,22,0,11,18,32,12,12.857142857142858,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,1
1,1,1,12,1,1,1,1,1,6,4,0,0,0,1,1,1,18,0,0,7,7,7,15.957142857142856,0,0,8,9,8,15.188888888888888,0,16.2,0.3,-0.92,1
1,8,1,2,1,1,1,22,27,10,10,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,1
1,1,1,14,1,1,1,1,1,5,10,0,0,0,1,1,0,19,0,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,1
2,12,1,17,0,1,1,22,3,10,4,0,0,0,1,1,0,45,0,0,5,6,5,14.0,0,0,5,6,5,14.166666666666666,0,12.4,0.5,1.79,1
1,1,1,5,1,1,1,1,10,6,9,1,0,0,1,1,0,19,0,0,6,6,6,11.5,0,0,6,8,6,12.285714285714286,0,8.9,1.4,3.51,1
1,1,4,15,1,1,1,3,10,3,10,1,0,0,1,1,0,20,0,0,6,6,6,16.833333333333332,0,0,6,6,6,16.666666666666668,0,8.9,1.4,3.51,1
