Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,7%,2.8%,$24,1,0,0
Married,In-person,2,Economics,Daytime,PhD,,Associate's degree,Bachelor's degree,Lawyer,Businessman,No,No,Yes,No,30,No,,,,,,,,,,,,,5%,2.5%,$26,1,0,0
Divorced,Hybrid,3,Education,Evening,Bachelor's degree,,High School diploma,High School diploma,Artist,Musician,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,4%,3%,$23,1,0,0
Single,Online,1,Sociology,Daytime,High School diploma,,Bachelor's degree,Master's degree,Journalist,Architect,No,No,Yes,No,24,No,,,,,,,,,,,,,6%,2.8%,$25,1,0,0
Married,In-person,2,History,Evening,Associate's degree,,Master's degree,PhD,Psychologist,Professor,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,7%,2.5%,$27,1,0,0
Divorced,Hybrid,3,Linguistics,Daytime,Bachelor's degree,,PhD,Bachelor's degree,Researcher,Programmer,No,No,Yes,No,23,No,,,,,,,,,,,,,5%,2.5%,$24,1,0,0
Single,Online,1,Environmental Science,Evening,Master's degree,,Bachelor's degree,Master's degree,Biologist,Chemist,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,4%,2.8%,$26,1,0,0
Married,In-person,2,Mathematics,Daytime,PhD,,High School diploma,Bachelor's degree,Mathematician,Engineer,No,No,Yes,No,31,No,,,,,,,,,,,,,6%,2.5%,$28,1,0,0
Divorced,Hybrid,3,Anthropology,Evening,Associate's degree,,Master's degree,PhD,Archaeologist,Historian,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,7%,3%,$25,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,3%,1,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,6%,3%,2%,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,4%,1%,4%,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,3%,2%,5%,1,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Chef,Lawyer,No,No,Yes,No,28,No,,,,,,,,,,,,,2%,1%,6%,1,0,0
Divorced,Hybrid,3,Education,Evening,High school diploma,,Bachelor's degree,Master's degree,Artist,Musician,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,1%,3%,7%,1,0,0
Single,Online,1,Medicine,Daytime,PhD,,Master's degree,PhD,Doctor,Professor,No,No,Yes,No,24,No,,,,,,,,,,,,,4%,2%,8%,1,0,0
Married,In-person,2,Law,Evening,Associate's degree,,High school diploma,Bachelor's degree,Librarian,Architect,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,3%,1%,9%,1,0,0
Divorced,Hybrid,3,Sociology,Daytime,Bachelor's degree,,High school diploma,High school diploma,Social worker,Firefighter,No,No,Yes,No,29,No,,,,,,,,,,,,,2%,2%,10%,1,0,0
Single,Online,1,Engineering,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,1%,3%,11%,1,0,0
Married,In-person,2,History,Daytime,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,No,No,Yes,No,27,No,,,,,,,,,,,,,5%,2%,12%,1,0,0
Divorced,Hybrid,3,Environmental Science,Evening,Associate's degree,,High school diploma,Bachelor's degree,Nurse,Police officer,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,6%,3%,13%,1,0,0
Single,Online,1,Mathematics,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,21,No,,,,,,,,,,,,,4%,2%,14%,1,0,0
Married,In-person,2,Physics,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,$35,1,0,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Professor,No,No,Yes,No,30,No,,,,,,,,,,,,,1%,6%,$40,1,0,0
Divorced,Hybrid,3,Education,Evening,Bachelor's degree,,High School diploma,High School diploma,Chef,Carpenter,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,4%,3%,$45,1,0,0
Single,Online,1,Sociology,Daytime,Associate's degree,,Master's degree,PhD,Psychologist,Architect,No,No,Yes,No,24,No,,,,,,,,,,,,,3%,4%,$50,1,0,0
Married,In-person,2,History,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Librarian,Firefighter,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,2%,5%,$55,1,0,0
Divorced,Hybrid,3,Linguistics,Daytime,Master's degree,,PhD,Master's degree,Writer,Musician,No,No,Yes,No,29,No,,,,,,,,,,,,,1%,6%,$60,1,0,0
Single,Online,1,Environmental Science,Evening,Bachelor's degree,,Master's degree,PhD,Biologist,Chemist,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,4%,3%,$65,1,0,0
Married,In-person,2,Political Science,Daytime,High School diploma,,Bachelor's degree,Master's degree,Politician,Diplomat,No,No,Yes,No,33,No,,,,,,,,,,,,,3%,4%,$70,1,0,0
Divorced,Hybrid,3,Mathematics,Evening,Associate's degree,,High School diploma,High School diploma,Mathematician,Statistician,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,2%,5%,$75,1,0,0
Single,Online,1,Art History,Daytime,Master's degree,,PhD,Master's degree,Artist,Sculptor,No,No,Yes,No,29,No,,,,,,,,,,,,,1%,6%,$80,1,0,0
Married,In-person,2,Geography,Evening,Bachelor's degree,,Master's degree,PhD,Ge,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,3%,4%,$30,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,2%,5%,$35,1,0,0
Married,In-person,2,Education,Daytime,PhD,,Associate's degree,Bachelor's degree,Librarian,Professor,No,No,Yes,No,28,No,,,,,,,,,,,,,1%,6%,$40,1,0,0
Divorced,Hybrid,3,Economics,Evening,Bachelor's degree,,High School diploma,High School diploma,Chef,Carpenter,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,2%,7%,$45,1,0,0
Single,Online,1,Sociology,Daytime,High School diploma,,Bachelor's degree,Master's degree,Social worker,Lawyer,No,No,Yes,No,24,No,,,,,,,,,,,,,3%,8%,$50,1,0,0
Married,In-person,2,History,Evening,Associate's degree,,Master's degree,PhD,Artist,Musician,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,4%,9%,$55,1,0,0
Divorced,Hybrid,3,Engineering,Daytime,PhD,,Bachelor's degree,Bachelor's degree,Architect,Urban planner,No,No,Yes,No,29,No,,,,,,,,,,,,,5%,10%,$60,1,0,0
Single,Online,1,Political Science,Evening,Master's degree,,PhD,Master's degree,Psychologist,Psychiatrist,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,6%,11%,$65,1,0,0
Married,In-person,2,Linguistics,Daytime,Bachelor's degree,,High School diploma,High School diploma,Secretary,Salesman,No,No,Yes,No,26,No,,,,,,,,,,,,,7%,12%,$70,1,0,0
Divorced,Hybrid,3,Environmental Science,Evening,Associate's degree,,Master's degree,PhD,Biologist,Chemist,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,8%,13%,$75,1,0,0
Single,Online,1,Mathematics,Daytime,High School diploma,,Bachelor's degree,Master's degree,Economist,Banker,No,No,Yes,No,21,No,,,,,,,,,,,,,9%,14%,$80,1,0,0
Married,In-person,2,Geography,Evening,Master's degree,,PhD,Master's degree,Geologist,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,3%,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,6%,3%,2%,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,25,No,,,,,,,,,,,,,7%,4%,1%,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,3%,2.2%,$28,1,0,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Professor,No,No,Yes,No,26,No,,,,,,,,,,,,,4.5%,2.8%,$30,1,0,0
Divorced,Hybrid,3,Sociology,Evening,Bachelor's degree,,High School diploma,High School diploma,Artist,Musician,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,5.5%,3.2%,$27,1,0,0
Single,Online,1,History,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Chef,Pilot,No,No,Yes,No,21,No,,,,,,,,,,,,,4%,2.2%,$26,1,0,0
Married,In-person,2,Linguistics,Evening,Master's degree,,PhD,Master's degree,Psychologist,Social worker,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,3.5%,2.5%,$29,1,0,0
Divorced,Hybrid,3,Mathematics,Daytime,Associate's degree,,High School diploma,High School diploma,Librarian,Firefighter,No,No,Yes,No,24,No,,,,,,,,,,,,,6%,2.8%,$23,1,0,0
Single,Online,1,Physics,Evening,PhD,,Master's degree,PhD,Architect,Dentist,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,5%,2.2%,$31,1,0,0
Married,In-person,2,Chemistry,Daytime,Bachelor's degree,,High School diploma,High School diploma,Veterinarian,Farmer,No,No,Yes,No,28,No,,,,,,,,,,,,,4.5%,2.8%,$32,1,0,0
Divorced,Hybrid,3,Environmental Science,Evening,Master's degree,,PhD,Master's degree,Biologist,Chemist,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,5.5%,3.2%,$29,1,0,0
Single,Online,1,Literature,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Writer,Editor,No,No,Yes,No,22,No,,,,,,,,,,,,,4%,2.2%,$27,1,0,0
Married,In-person,2,Geography,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,50000.,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Lawyer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,60000.,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,70000.,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,80000.,1,0,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Bachelor's degree,Lawyer,Doctor,No,No,Yes,No,30,No,,,,,,,,,,,,,1%,6%,90000.,1,0,0
Divorced,Hybrid,3,Education,Evening,Bachelor's degree,,High School diploma,High School diploma,Teacher,Police officer,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,4%,3%,100000.,1,0,0
Single,Online,1,Sociology,Daytime,High School diploma,,Associate's degree,Associate's degree,Nurse,Engineer,No,No,Yes,No,24,No,,,,,,,,,,,,,3%,4%,110000.,1,0,0
Married,In-person,2,History,Evening,Bachelor's degree,,Master's degree,PhD,Scientist,Lawyer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,2%,5%,120000.,1,0,0
Divorced,Hybrid,3,Linguistics,Daytime,Associate's degree,,PhD,Master's degree,Professor,Engineer,No,No,Yes,No,23,No,,,,,,,,,,,,,1%,6%,130000.,1,0,0
Single,Online,1,Mathematics,Evening,Master's degree,,Bachelor's degree,Bachelor's degree,Lawyer,Doctor,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,5%,2%,140000.,1,0,0
Married,In-person,2,Art History,Daytime,PhD,,High School diploma,High School diploma,Teacher,Police officer,No,No,Yes,No,31,No,,,,,,,,,,,,,4%,3%,150000.,1,0,0
Divorced,Hybrid,3,Environmental Science,Evening,Bachelor's degree,,Master's degree,PhD,Scientist,Lawyer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,3%,4%,160000.,1,0,0
Single,Online,1,Political Science,Daytime,High School diploma,,Associate's degree,Associate's degree,Nurse,Engineer,No,No,Yes,No,25,No,,,,,,,,,,,,,2%,5%,170000.,1,0,0
Married,In-person,2,Geography,Evening,Bachelor's degree,,PhD,Master's degree,Professor,Engineer,Yes,Yes,,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,$35,1,0,0
Married,In-person,2,Economics,Daytime,PhD,,Associate's degree,Bachelor's degree,Lawyer,Businessman,No,No,Yes,No,30,No,,,,,,,,,,,,,1%,6%,$40,1,0,0
Divorced,Hybrid,3,Education,Evening,Bachelor's degree,,High School diploma,High School diploma,Artist,Musician,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,2%,7%,$45,1,0,0
Single,Online,1,Medicine,Daytime,High School diploma,,Bachelor's degree,Master's degree,Doctor,Engineer,No,No,Yes,No,24,No,,,,,,,,,,,,,3%,8%,$50,1,0,0
Married,In-person,2,Law,Evening,Associate's degree,,Master's degree,PhD,Professor,Scientist,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,4%,9%,$55,1,0,0
Divorced,Hybrid,3,Sociology,Daytime,Bachelor's degree,,PhD,Master's degree,Psychologist,Social worker,No,No,Yes,No,29,No,,,,,,,,,,,,,5%,10%,$60,1,0,0
Single,Online,1,Engineering,Evening,Master's degree,,Bachelor's degree,Bachelor's degree,Architect,Construction worker,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,6%,11%,$65,1,0,0
Married,In-person,2,History,Daytime,PhD,,Associate's degree,Bachelor's degree,Librarian,Writer,No,No,Yes,No,35,No,,,,,,,,,,,,,7%,12%,$70,1,0,0
Divorced,Hybrid,3,Environmental Science,Evening,Bachelor's degree,,High School diploma,High School diploma,Environmentalist,Farmer,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,8%,13%,$75,1,0,0
Single,Online,1,Linguistics,Daytime,High School diploma,,Bachelor's degree,Master's degree,Translator,Professor,No,No,Yes,No,33,No,,,,,,,,,,,,,9%,14%,$80,1,0,0
Married,In-person,2,Political Science,Evening,Associate's degree,,Master's degree,PhD,Politician,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,2.5%,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Lawyer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,7%,3%,2.2%,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,2.3%,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,8%,3.5%,2.1%,1,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Architect,No,No,Yes,No,26,No,,,,,,,,,,,,,7%,2.8%,2.4%,1,0,0
Divorced,Hybrid,3,Marketing,Evening,High School diploma,,Bachelor's degree,Associate's degree,Accountant,Business owner,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,6%,2.3%,2.6%,1,0,0
Single,Online,1,Education,Daytime,PhD,,Master's degree,PhD,Professor,Researcher,No,No,Yes,No,21,No,,,,,,,,,,,,,5%,2.2%,2.7%,1,0,0
Married,In-person,2,Sociology,Evening,Bachelor's degree,,High School diploma,Bachelor's degree,Artist,Musician,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,7%,2.5%,2.3%,1,0,0
Divorced,Hybrid,3,History,Daytime,Associate's degree,,High School diploma,High School diploma,Librarian,Writer,No,No,Yes,No,23,No,,,,,,,,,,,,,6%,2.3%,2.6%,1,0,0
Single,Online,1,Engineering,Evening,Master's degree,,PhD,Master's degree,Lawyer,Judge,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,8%,3%,2.1%,1,0,0
Married,In-person,2,Political Science,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Politician,Diplomat,No,No,Yes,No,28,No,,,,,,,,,,,,,7%,2.8%,2.4%,1,0,0
Divorced,Hybrid,3,Linguistics,Evening,High School diploma,,Bachelor's degree,Associate's degree,Editor,Publisher,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,6%,2.3%,2.6%,1,0,0
