Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
Single,Online,1,Engineering,Daytime,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,8%,5%,$35,0,0,0
Married,In-person,2,Nursing,Evening,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Architect,No,No,Yes,No,27,No,,,,,,,,,,,,,9%,6%,$40,0,0,0
Divorced,Hybrid,3,Economics,Daytime,High School diploma,,Bachelor's degree,Associate's degree,Accountant,Business owner,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,10%,7%,$45,0,0,0
Single,Online,1,Education,Daytime,PhD,,Master's degree,PhD,Professor,Researcher,No,No,Yes,No,24,No,,,,,,,,,,,,,11%,8%,$50,0,0,0
Married,In-person,2,Sociology,Evening,Associate's degree,,High School diploma,High School diploma,Artist,Musician,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,12%,9%,$55,0,0,0
Divorced,Hybrid,3,History,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Librarian,Writer,No,No,Yes,No,31,No,,,,,,,,,,,,,13%,10%,$60,0,0,0
Single,Online,1,Mathematics,Daytime,High School diploma,,Bachelor's degree,Associate's degree,Mathematician,Programmer,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,14%,11%,$65,0,0,0
Married,In-person,2,Literature,Evening,Master's degree,,PhD,Master's degree,Psychologist,Psychiatrist,No,No,Yes,No,28,No,,,,,,,,,,,,,15%,12%,$70,0,0,0
Divorced,Hybrid,3,Chemistry,Daytime,Bachelor's degree,,High School diploma,High School diploma,Pharmacist,Dentist,Yes,Yes,No,Yes,33,Yes,,,,,,,,,,,,,16%,13%,$75,0,0,0
Single,Online,1,Physics,Daytime,PhD,,Master's degree,PhD,Astronomer,Physicist,No,No,Yes,No,23,No,,,,,,,,,,,,,17%,14%,$80,0,0,0
Married,In-person,2,Geography,Evening,Bachelor's degree,,High School diploma,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,3%,0,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Engineer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,2%,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,1%,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,3%,2.2%,$28,0,0,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Professor,No,No,Yes,No,30,No,,,,,,,,,,,,,4%,2.8%,$30,0,0,0
Divorced,Hybrid,3,Sociology,Evening,Bachelor's degree,,High School diploma,High School diploma,Artist,Musician,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,5%,2.3%,$26,0,0,0
Single,Online,1,Education,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Librarian,Architect,No,No,Yes,No,21,No,,,,,,,,,,,,,4%,2.1%,$24,0,0,0
Married,In-person,2,History,Evening,Master's degree,,PhD,Master's degree,Psychologist,Social worker,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,3%,2.4%,$27,0,0,0
Divorced,Hybrid,3,Engineering,Daytime,Associate's degree,,High School diploma,High School diploma,Chef,Farmer,No,No,Yes,No,23,No,,,,,,,,,,,,,6%,2.6%,$23,0,0,0
Single,Online,1,Medicine,Evening,PhD,,Master's degree,PhD,Dentist,Surgeon,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,5%,2.7%,$29,0,0,0
Married,In-person,2,Law,Daytime,Bachelor's degree,,Bachelor's degree,Master's degree,Business owner,CEO,No,No,Yes,No,31,No,,,,,,,,,,,,,4%,2.9%,$31,0,0,0
Divorced,Hybrid,3,Environmental Science,Evening,High School diploma,,Associate's degree,Bachelor's degree,Environmentalist,Pilot,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,5%,2.5%,$27,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,3%,4%,$30,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,2%,5%,$35,0,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Chef,Lawyer,No,No,Yes,No,28,No,,,,,,,,,,,,,1%,6%,$40,0,0,0
Divorced,Hybrid,3,Education,Evening,High school diploma,,Associate's degree,High school diploma,Librarian,Firefighter,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,0.5%,7%,$45,0,0,0
Single,Online,1,Sociology,Daytime,PhD,,Master's degree,PhD,Psychologist,Professor,No,No,Yes,No,24,No,,,,,,,,,,,,,0.2%,8%,$50,0,0,0
Married,In-person,2,History,Evening,Bachelor's degree,,PhD,Master's degree,Researcher,Architect,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,0.1%,9%,$55,0,0,0
Divorced,Hybrid,3,Linguistics,Daytime,Associate's degree,,High school diploma,Bachelor's degree,Translator,Musician,No,No,Yes,No,29,No,,,,,,,,,,,,,0.05%,10%,$60,0,0,0
Single,Online,1,Environmental Science,Evening,Master's degree,,Bachelor's degree,PhD,Environmentalist,Biologist,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,0.02%,11%,$65,0,0,0
Married,In-person,2,Art History,Daytime,High school diploma,,Master's degree,Bachelor's degree,Artist,Writer,No,No,Yes,No,27,No,,,,,,,,,,,,,0.01%,12%,$70,0,0,0
Divorced,Hybrid,3,Political Science,Evening,Associate's degree,,High school diploma,High school diploma,Politician,Diplomat,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,0.005%,13%,$75,0,0,0
Single,Online,1,Mathematics,Daytime,PhD,,PhD,Master's degree,Mathematician,Statistician,No,No,Yes,No,21,No,,,,,,,,,,,,,0.002%,14%,$80,0,0,0
Married,In-person,2,Physics,Evening,Bachelor's degree,,Master,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,3%,0,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Lawyer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,6%,3%,2%,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,25,No,,,,,,,,,,,,,4%,1%,4%,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,3%,2%,5%,0,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Architect,No,No,Yes,No,21,No,,,,,,,,,,,,,2%,1%,6%,0,0,0
Divorced,Hybrid,3,Education,Evening,High School diploma,,Bachelor's degree,Master's degree,Librarian,Professor,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,1%,3%,7%,0,0,0
Single,Online,1,Medicine,Daytime,PhD,,Master's degree,PhD,Doctor,Scientist,No,No,Yes,No,26,No,,,,,,,,,,,,,7%,2%,4%,0,0,0
Married,In-person,2,Law,Evening,Bachelor's degree,,PhD,Master's degree,Lawyer,Judge,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,6%,1%,5%,0,0,0
Divorced,Hybrid,3,Sociology,Daytime,Associate's degree,,High School diploma,Bachelor's degree,Social worker,Psychologist,No,No,Yes,No,29,No,,,,,,,,,,,,,5%,3%,3%,0,0,0
Single,Online,1,Engineering,Evening,Master's degree,,Bachelor's degree,Bachelor's degree,Architect,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,4%,2%,6%,0,0,0
Married,In-person,2,Art,Daytime,Bachelor's degree,,High School diploma,Master's degree,Artist,Musician,No,No,Yes,No,30,No,,,,,,,,,,,,,3%,1%,7%,0,0,0
Divorced,Hybrid,3,Environmental Science,Evening,High School diploma,,Bachelor's degree,PhD,Environmentalist,Researcher,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,2%,3%,5%,0,0,0
Single,Online,1,History,Daytime,PhD,,Master's degree,PhD,Historian,Archaeologist,No,No,Yes,No,35,No,,,,,,,,,,,,,1%,2%,8%,0,0,0
Married,In-person,2,Music,Evening,Bachelor's degree,,High School diploma,Bachelor's degree,Singer,Composer,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,2.5%,0,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,No,Yes,Yes,Yes,22,Yes,,,,,,,,,,,,,4%,3%,3%,0,0,0
Divorced,Online,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,Yes,No,No,No,25,No,,,,,,,,,,,,,6%,2.5%,2.7%,0,0,0
Single,In-person,1,Nursing,Daytime,Master's degree,,PhD,Master's degree,Scientist,Engineer,No,Yes,Yes,Yes,23,Yes,,,,,,,,,,,,,3%,2.8%,3.2%,0,0,0
Married,Online,2,Economics,Evening,Bachelor's degree,,High school diploma,Bachelor's degree,Secretary,Lawyer,No,No,Yes,No,21,Yes,,,,,,,,,,,,,4.5%,2.3%,2.8%,0,0,0
Divorced,In-person,3,History,Daytime,High school diploma,,Bachelor's degree,Master's degree,Artist,Musician,Yes,Yes,No,Yes,24,No,,,,,,,,,,,,,5%,2.5%,2.9%,0,0,0
Single,Online,1,Engineering,Daytime,Associate's degree,,High school diploma,High school diploma,Chef,Carpenter,No,No,Yes,No,20,No,,,,,,,,,,,,,6%,2.2%,2.6%,0,0,0
Married,In-person,2,Sociology,Evening,Master's degree,,PhD,Master's degree,Professor,Researcher,No,Yes,Yes,Yes,22,Yes,,,,,,,,,,,,,4%,2.7%,3.1%,0,0,0
Divorced,Online,3,Marketing,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Librarian,Pilot,Yes,No,No,No,25,No,,,,,,,,,,,,,5.5%,2.4%,2.8%,0,0,0
Single,In-person,1,Linguistics,Daytime,High school diploma,,Bachelor's degree,Master's degree,Writer,Editor,No,Yes,Yes,Yes,23,Yes,,,,,,,,,,,,,3.5%,2.9%,3.3%,0,0,0
Married,Online,2,Physics,Evening,Bachelor's degree,,High school diploma,Bachelor's degree,Athlete,Coach,No,No,Yes,No,21,Yes,,,,,,,,,,,,,4.5%,2.3%,2.8%,0,0,0
Divorced,In-person,3,Chemistry,Daytime,Associate's degree,,Bachelor's degree,Master's degree,Dancer,Actor,Yes,Yes,No,Yes,24,No,,,,,,,,,,,,,5%,2.5%,2.9%,0,0,0
Single,Online,1,Mathematics,Daytime,Master's degree,,PhD,Master's degree,Architect,Urban planner,No,Yes,Yes,Yes,20,Yes,,,,,,,,,,,,,3%,2.8%,3.2%,0,0,0
Married,In-person,2,Biology,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Accountant,Lawyer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,7%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Professor,Engineer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,8%,3.5%,$30,0,0,0
Married,In person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Doctor,No,No,Yes,No,28,No,,,,,,,,,,,,,7%,2.8%,$28,0,0,0
Divorced,Hybrid,3,Sociology,Evening,Bachelor's degree,,High school diploma,High school diploma,Accountant,Engineer,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,6%,2.3%,$24,0,0,0
Single,Online,1,Education,Daytime,High school diploma,,Associate's degree,Bachelor's degree,Nurse,Police officer,No,No,Yes,No,23,No,,,,,,,,,,,,,5%,2.2%,$21,0,0,0
Married,In person,2,Marketing,Evening,Master's degree,,PhD,Master's degree,Professor,Engineer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,7%,2.7%,$27,0,0,0
Divorced,Hybrid,3,History,Daytime,Associate's degree,,Bachelor's degree,Bachelor's degree,Lawyer,Doctor,No,No,Yes,No,21,No,,,,,,,,,,,,,6%,2.4%,$23,0,0,0
Single,Online,1,Art,Evening,Bachelor's degree,,High school diploma,High school diploma,Accountant,Engineer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,8%,3%,$29,0,0,0
Married,In person,2,Engineering,Daytime,High school diploma,,Associate's degree,Bachelor's degree,Nurse,Police officer,No,No,Yes,No,29,No,,,,,,,,,,,,,5%,2.1%,$20,0,0,0
Divorced,Hybrid,3,Music,Evening,Master's degree,,PhD,Master's degree,Professor,Engineer,Yes,Yes,No,Yes,30,Yes,,,,,,,,,,,,,7%,2.6%,$26,0,0,0
Single,Online,1,Linguistics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Doctor,No,No,Yes,No,31,No,,,,,,,,,,,,,6%,2.2%,$22,0,0,0
Married,In person,2,Environmental Science,Evening,Associate's degree,,High school diploma,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Accountant,Lawyer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,7%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,0,0,0
Single,Online,1,Economics,Evening,Master's degree,,PhD,Master's degree,Professor,Engineer,Yes,No,Yes,Yes,24,Yes,,,,,,,,,,,,,8%,3%,$30,0,0,0
Married,In-person,2,Nursing,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Teacher,Accountant,No,Yes,No,No,26,No,,,,,,,,,,,,,7%,2.5%,$28,0,0,0
Divorced,Hybrid,3,Sociology,Evening,High school diploma,,Associate's degree,High school diploma,Secretary,Carpenter,Yes,No,Yes,Yes,23,Yes,,,,,,,,,,,,,6%,2%,$24,0,0,0
Single,Online,1,History,Daytime,PhD,,Master's degree,PhD,Scientist,Professor,No,Yes,No,No,21,No,,,,,,,,,,,,,5%,1.5%,$21,0,0,0
Married,In-person,2,Marketing,Evening,Bachelor's degree,,High school diploma,Bachelor's degree,Artist,Musician,Yes,No,Yes,Yes,27,Yes,,,,,,,,,,,,,8%,3%,$29,0,0,0
Divorced,Hybrid,3,Linguistics,Daytime,Associate's degree,,High school diploma,High school diploma,Librarian,Firefighter,No,Yes,No,No,24,No,,,,,,,,,,,,,6%,2%,$23,0,0,0
Single,Online,1,Physics,Evening,Master's degree,,PhD,Master's degree,Lawyer,Engineer,Yes,No,Yes,Yes,25,Yes,,,,,,,,,,,,,7%,2.5%,$31,0,0,0
Married,In-person,2,Chemistry,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Chef,Pilot,No,Yes,No,No,28,No,,,,,,,,,,,,,8%,3%,$30,0,0,0
Divorced,Hybrid,3,Anthropology,Evening,High school diploma,,Associate's degree,High school diploma,Social worker,Electrician,Yes,No,Yes,Yes,26,Yes,,,,,,,,,,,,,6%,2%,$25,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,$35,0,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Secretary,Lawyer,No,No,Yes,No,24,No,,,,,,,,,,,,,1%,6%,$40,0,0,0
Divorced,Hybrid,3,Marketing,Evening,High School diploma,,Bachelor's degree,Associate's degree,Artist,Chef,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,0.5%,7%,$45,0,0,0
Single,Online,1,Education,Daytime,PhD,,Master's degree,PhD,Professor,Researcher,No,No,Yes,No,30,No,,,,,,,,,,,,,0.2%,8%,$50,0,0,0
Married,In-person,2,Sociology,Evening,Associate's degree,,High School diploma,Bachelor's degree,Librarian,Pilot,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,0.1%,9%,$55,0,0,0
Divorced,Hybrid,3,History,Daytime,Bachelor's degree,,PhD,Master's degree,Psychologist,Social worker,No,No,Yes,No,29,No,,,,,,,,,,,,,0.05%,10%,$60,0,0,0
Single,Online,1,Linguistics,Evening,High School diploma,,Bachelor's degree,Associate's degree,Writer,Musician,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,0.02%,11%,$65,0,0,0
Married,In-person,2,Environmental Science,Daytime,Master's degree,,High School diploma,Bachelor's degree,Farmer,Fisherman,No,No,Yes,No,31,No,,,,,,,,,,,,,0.01%,12%,$70,0,0,0
Divorced,Hybrid,3,Anthropology,Evening,Associate's degree,,Bachelor's degree,High School diploma,Athlete,Coach,Yes,Yes,No,Yes,33,Yes,,,,,,,,,,,,,0.005%,13%,$75,0,0,0
Single,Online,1,Mathematics,Daytime,PhD,,Master's degree,PhD,Astronomer,Physicist,No,No,Yes,No,35,No,,,,,,,,,,,,,0.002%,14%,$80,0,0,0
Married,In-person,2,Geography,Evening,Bachelor's degree,,High,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,2%,5%,$35,0,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Chef,Lawyer,No,No,Yes,No,26,No,,,,,,,,,,,,,1%,6%,$40,0,0,0
Divorced,Hybrid,3,Marketing,Evening,High school diploma,,Bachelor's degree,Associate's degree,Artist,Musician,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,4%,3%,$45,0,0,0
Single,Online,1,Education,Daytime,PhD,,Master's degree,PhD,Professor,Researcher,No,No,Yes,No,21,No,,,,,,,,,,,,,3%,4%,$50,0,0,0
Married,In-person,2,Sociology,Evening,Bachelor's degree,,High school diploma,Bachelor's degree,Librarian,Architect,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,2%,5%,$55,0,0,0
Divorced,Hybrid,3,History,Daytime,Associate's degree,,High school diploma,High school diploma,Social worker,Firefighter,No,No,Yes,No,24,No,,,,,,,,,,,,,1%,6%,$60,0,0,0
Single,Online,1,Linguistics,Evening,Master's degree,,PhD,Master's degree,Translator,Pilot,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,4%,3%,$65,0,0,0
Married,In-person,2,Environmental Science,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Gardener,Veterinarian,No,No,Yes,No,28,No,,,,,,,,,,,,,3%,4%,$70,0,0,0
Divorced,Hybrid,3,Anthropology,Evening,High school diploma,,Bachelor's degree,Associate's degree,Dancer,Actor,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,2%,5%,$75,0,0,0
Single,Online,1,Mathematics,Daytime,PhD,,Master's degree,PhD,Mathematician,Astronomer,No,No,Yes,No,22,No,,,,,,,,,,,,,1%,6%,$80,0,0,0
Married,In-person,2,Physics,Evening,Bachelor's degree,,High school diploma,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
