Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Probability
1,4,1,3,0,3,1,1,1,5,5,0,0,0,1,0,0,30.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,0
1,1,1,14,1,1,1,22,27,10,10,1,0,0,1,0,1,18.0,0,0.0,5.0,6.0,3.0,11.666666666666666,0.0,0.0,5.0,6.0,4.0,13.5,0.0,7.6,2.6,0.32,0
1,15,3,6,1,14,1,1,14,5,2,1,0,0,1,0,0,19.0,0,0.0,5.0,10.0,1.0,13.0,1.0,0.0,5.0,8.0,3.0,15.333333333333334,0.0,12.7,3.7,-1.7,0
1,1,4,12,1,1,1,3,29,3,4,1,0,0,1,0,0,18.0,0,0.0,7.0,8.0,7.0,12.65,0.0,0.0,8.0,9.0,8.0,13.411111111111111,0.0,16.2,0.3,-0.92,0
1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,0,0,19.0,0,0.0,8.0,10.0,1.0,13.67,7.0,0.0,8.0,10.0,1.0,13.67,7.0,9.4,-0.8,-3.12,0
1,8,2,13,1,1,1,22,28,10,9,1,0,0,1,0,0,19.0,0,0.0,7.0,16.0,2.0,12.75,0.0,0.0,7.0,12.0,2.0,11.0,0.0,8.9,1.4,3.51,0
1,1,2,12,1,1,1,19,24,1,1,1,0,0,1,0,1,20.0,0,0.0,8.0,8.0,7.0,14.901428571428571,1.0,0.0,8.0,8.0,7.0,14.901428571428571,1.0,9.4,-0.8,-3.12,0
1,1,1,9,1,1,1,23,27,6,7,0,0,0,1,0,1,18.0,0,0.0,5.0,11.0,4.0,11.571428571428571,0.0,0.0,5.0,9.0,5.0,12.0,0.0,13.9,-0.3,0.79,0
1,8,2,15,1,1,1,1,1,4,4,1,0,0,1,0,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,0
1,14,1,12,1,1,1,23,14,6,6,1,0,0,1,0,1,24.0,0,0.0,8.0,8.0,7.0,11.971428571428572,0.0,0.0,8.0,8.0,7.0,11.971428571428572,0.0,12.7,3.7,-1.7,0
1,4,1,5,1,3,1,3,5,3,3,1,0,0,1,0,0,32.0,0,0.0,3.0,3.0,2.0,16.0,0.0,0.0,3.0,3.0,1.0,16.0,0.0,7.6,2.6,0.32,0
1,1,3,12,1,1,1,12,13,2,2,1,0,0,0,0,0,18.0,0,0.0,8.0,9.0,6.0,12.758333333333333,1.0,0.0,8.0,9.0,6.0,12.758333333333333,1.0,9.4,-0.8,-3.12,0
1,12,1,17,0,1,1,23,28,4,4,0,0,0,1,0,0,25.0,0,0.0,5.0,11.0,3.0,10.666666666666666,0.0,0.0,5.0,11.0,3.0,11.333333333333334,0.0,15.5,2.8,-4.06,0
1,8,3,16,1,1,1,22,27,6,10,1,1,0,1,0,1,19.0,0,0.0,6.0,6.0,6.0,13.5,0.0,0.0,6.0,8.0,5.0,12.8,0.0,12.7,3.7,-1.7,0
2,14,1,3,0,1,1,19,24,1,1,0,0,0,1,0,0,45.0,0,10.0,12.0,12.0,9.0,12.444444444444445,3.0,4.0,7.0,8.0,6.0,12.0,0.0,9.4,-0.8,-3.12,0
1,8,1,16,1,1,1,22,27,10,11,0,0,0,1,0,0,20.0,0,0.0,6.0,8.0,3.0,12.333333333333334,0.0,0.0,6.0,11.0,2.0,10.5,0.0,12.7,3.7,-1.7,0
1,14,1,16,1,1,1,22,14,10,9,0,0,0,1,0,0,22.0,0,0.0,6.0,9.0,5.0,13.6,0.0,0.0,6.0,8.0,5.0,12.0,0.0,12.7,3.7,-1.7,0
1,3,1,16,1,1,1,1,28,6,9,1,0,0,1,0,0,22.0,0,0.0,6.0,11.0,3.0,15.0,0.0,0.0,6.0,11.0,4.0,10.25,0.0,9.4,-0.8,-3.12,0
1,4,1,17,0,15,1,28,3,4,4,0,0,0,1,0,0,27.0,0,0.0,5.0,5.0,5.0,15.2,0.0,0.0,5.0,6.0,5.0,14.0,0.0,11.1,0.6,2.02,0
1,1,2,15,1,1,1,23,1,10,10,1,0,0,1,0,0,19.0,0,0.0,6.0,6.0,5.0,12.2,0.0,0.0,6.0,7.0,5.0,10.8,0.0,10.8,1.4,1.74,0
6,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,1,48.0,0,0.0,6.0,7.0,6.0,10.666666666666666,0.0,0.0,6.0,9.0,5.0,11.8,0.0,10.8,1.4,1.74,0
2,12,1,16,1,8,1,22,24,1,1,0,0,0,1,0,0,39.0,0,0.0,6.0,12.0,3.0,12.666666666666666,0.0,0.0,6.0,14.0,0.0,0.0,1.0,7.6,2.6,0.32,0
1,1,3,5,1,1,1,19,24,1,1,1,0,0,1,0,0,18.0,0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,6.0,6.0,13.0,0.0,7.6,2.6,0.32,0
2,4,1,12,1,3,1,22,14,10,8,1,0,0,1,0,0,45.0,0,7.0,11.0,11.0,11.0,12.7,0.0,6.0,10.0,12.0,10.0,12.96818181818182,0.0,13.9,-0.3,0.79,0
1,8,2,16,1,1,1,13,1,10,4,1,0,0,1,0,0,20.0,0,0.0,7.0,12.0,6.0,11.666666666666666,0.0,0.0,7.0,10.0,3.0,13.0,0.0,16.2,0.3,-0.92,0
1,8,1,11,1,1,1,1,1,5,6,1,0,0,1,0,0,21.0,0,0.0,6.0,12.0,3.0,11.0,0.0,0.0,6.0,12.0,2.0,11.0,0.0,9.4,-0.8,-3.12,0
1,14,1,12,1,1,16,1,1,7,7,0,0,0,1,0,0,39.0,1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,0
1,14,1,13,1,1,1,22,27,10,10,1,0,0,0,0,0,32.0,0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,8.0,8.0,0.0,0.0,7.0,10.8,1.4,1.74,0
1,12,1,12,1,1,1,23,27,6,8,1,0,0,1,0,1,25.0,0,0.0,8.0,11.0,7.0,13.29,3.0,0.0,8.0,11.0,7.0,13.29,3.0,9.4,-0.8,-3.12,0
1,8,1,16,1,1,1,23,10,8,1,0,0,0,0,0,1,20.0,0,0.0,6.0,10.0,4.0,12.0,0.0,0.0,6.0,14.0,3.0,10.0,0.0,7.6,2.6,0.32,0
1,1,1,9,1,1,1,23,27,8,8,1,0,0,1,0,0,18.0,0,0.0,5.0,8.0,4.0,12.0,0.0,0.0,5.0,8.0,4.0,12.25,0.0,9.4,-0.8,-3.12,0
1,1,1,11,1,1,1,23,14,4,4,0,0,0,1,0,0,21.0,0,0.0,6.0,16.0,2.0,11.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,12.7,3.7,-1.7,0
4,4,1,12,1,15,1,22,27,4,4,1,0,0,1,0,0,32.0,0,0.0,7.0,16.0,4.0,13.625,0.0,0.0,7.0,8.0,7.0,12.6375,0.0,12.4,0.5,1.79,0
1,14,2,14,1,1,1,23,14,5,4,1,0,0,1,0,0,20.0,0,4.0,6.0,7.0,6.0,11.5,0.0,0.0,6.0,10.0,4.0,10.571428571428571,0.0,10.8,1.4,1.74,0
1,8,1,8,1,1,1,13,14,5,5,1,0,0,1,0,0,19.0,0,0.0,6.0,8.0,6.0,11.333333333333334,0.0,0.0,6.0,12.0,4.0,13.75,0.0,8.9,1.4,3.51,0
1,1,2,6,1,1,1,22,14,10,9,0,0,0,1,0,0,20.0,0,0.0,5.0,7.0,4.0,11.75,0.0,0.0,5.0,9.0,2.0,10.5,0.0,7.6,2.6,0.32,0
2,12,1,9,1,9,1,22,27,10,10,0,0,0,1,0,0,25.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0
1,12,1,15,1,1,1,19,27,1,1,0,0,0,1,0,0,26.0,0,0.0,6.0,8.0,4.0,11.75,0.0,0.0,6.0,12.0,0.0,0.0,0.0,7.6,2.6,0.32,0
1,8,1,5,1,1,1,23,14,8,8,1,0,0,1,0,0,18.0,0,0.0,6.0,6.0,2.0,13.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,0
1,14,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,21.0,0,6.0,10.0,20.0,6.0,11.5,0.0,5.0,10.0,17.0,5.0,12.4,0.0,9.4,-0.8,-3.12,0
2,12,1,10,1,12,1,22,27,5,5,0,0,0,1,0,0,48.0,0,0.0,6.0,14.0,6.0,11.333333333333334,0.0,0.0,6.0,11.0,5.0,12.4,0.0,15.5,2.8,-4.06,0
1,1,1,16,1,1,1,13,14,10,9,1,0,0,1,0,0,21.0,0,0.0,6.0,8.0,5.0,12.0,0.0,0.0,6.0,9.0,5.0,10.8,0.0,12.7,3.7,-1.7,0
1,1,4,12,1,1,1,1,14,5,8,1,0,0,1,0,0,18.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,0
1,1,3,12,1,1,1,3,3,2,4,1,0,0,1,0,0,18.0,0,0.0,8.0,9.0,6.0,13.345,2.0,0.0,8.0,9.0,6.0,13.345,2.0,9.4,-0.8,-3.12,0
1,1,1,16,1,1,1,13,14,8,8,1,0,0,1,0,0,18.0,0,0.0,7.0,7.0,6.0,11.666666666666666,0.0,0.0,7.0,8.0,6.0,13.5,0.0,16.2,0.3,-0.92,0
1,1,1,16,1,1,1,1,27,10,10,1,0,0,1,0,0,19.0,0,0.0,6.0,11.0,3.0,10.333333333333334,0.0,0.0,6.0,10.0,5.0,11.8,0.0,9.4,-0.8,-3.12,0
1,1,5,14,1,1,1,7,1,3,5,1,0,0,1,0,0,19.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,0
2,12,1,17,0,1,1,22,27,10,10,0,0,0,0,0,0,38.0,0,0.0,5.0,6.0,5.0,10.6,0.0,0.0,5.0,9.0,2.0,11.0,0.0,12.7,3.7,-1.7,0
4,12,1,10,1,12,1,22,27,10,11,0,0,0,0,0,0,44.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,0
1,1,1,11,1,1,1,2,27,2,2,1,0,0,1,0,0,19.0,0,0.0,6.0,9.0,5.0,13.4,0.0,0.0,6.0,16.0,2.0,13.5,0.0,10.8,1.4,1.74,0
2,14,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,32.0,0,1.0,5.0,5.0,5.0,10.2,0.0,0.0,5.0,9.0,4.0,11.25,0.0,9.4,-0.8,-3.12,0
2,12,1,12,1,12,1,22,28,10,11,1,0,0,1,0,0,39.0,0,0.0,7.0,12.0,4.0,12.0,0.0,0.0,7.0,13.0,4.0,12.5625,0.0,11.1,0.6,2.02,0
4,12,1,6,1,1,1,22,27,10,10,0,0,0,0,0,1,44.0,0,0.0,6.0,12.0,4.0,12.75,0.0,0.0,6.0,15.0,2.0,10.0,0.0,8.9,1.4,3.51,0
1,1,4,11,1,1,1,22,27,10,8,1,0,0,1,0,0,24.0,0,0.0,6.0,14.0,2.0,10.5,0.0,0.0,6.0,11.0,1.0,10.0,0.0,10.8,1.4,1.74,0
1,3,4,16,1,1,1,3,28,4,9,1,0,0,1,0,0,21.0,0,0.0,6.0,9.0,5.0,12.6,0.0,0.0,6.0,9.0,3.0,11.666666666666666,0.0,9.4,-0.8,-3.12,0
1,5,1,15,1,1,9,23,27,1,6,1,0,0,1,0,0,18.0,1,0.0,6.0,12.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0
2,17,1,9,1,16,1,13,14,28,31,0,0,0,1,0,0,30.0,0,6.0,11.0,20.0,9.0,12.22222222222222,0.0,3.0,9.0,16.0,9.0,11.6,0.0,8.9,1.4,3.51,0
1,1,1,14,1,1,1,3,1,2,8,0,0,0,1,0,0,22.0,0,0.0,5.0,6.0,3.0,11.333333333333334,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0
1,1,1,8,1,1,1,1,1,10,10,1,0,0,1,0,0,20.0,0,0.0,5.0,10.0,4.0,12.5,0.0,0.0,5.0,12.0,2.0,13.0,0.0,12.7,3.7,-1.7,0
2,12,1,13,1,1,1,22,27,10,7,0,0,0,1,0,0,31.0,0,0.0,7.0,21.0,5.0,10.9,3.0,0.0,8.0,21.0,3.0,11.7,1.0,12.7,3.7,-1.7,0
2,1,1,9,1,1,1,23,27,10,9,1,0,0,1,0,0,34.0,0,0.0,5.0,7.0,2.0,10.0,0.0,0.0,5.0,6.0,4.0,12.0,0.0,7.6,2.6,0.32,0
1,9,4,9,1,1,1,22,27,10,10,1,0,0,0,0,0,34.0,0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0
1,1,2,9,1,1,1,1,14,5,10,1,0,0,1,0,0,19.0,0,0.0,5.0,5.0,5.0,11.2,0.0,0.0,5.0,11.0,4.0,11.75,0.0,10.8,1.4,1.74,0
1,1,1,2,1,1,1,3,27,3,9,1,0,0,1,0,0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0
1,9,1,12,1,1,1,13,1,10,5,0,0,0,1,0,1,20.0,0,0.0,8.0,8.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,8.0,9.4,-0.8,-3.12,0
2,12,1,3,0,1,1,19,24,1,1,0,0,0,1,0,0,54.0,0,0.0,6.0,8.0,4.0,12.75,0.0,0.0,6.0,12.0,5.0,12.6,0.0,7.6,2.6,0.32,0
4,12,1,17,0,1,1,23,14,10,8,0,0,0,1,0,1,31.0,0,0.0,5.0,11.0,4.0,11.25,0.0,0.0,5.0,10.0,4.0,10.833333333333334,0.0,13.9,-0.3,0.79,0
1,12,1,12,1,15,1,22,27,10,8,0,0,0,1,0,0,27.0,0,3.0,8.0,12.0,7.0,12.457142857142856,0.0,3.0,8.0,12.0,7.0,12.457142857142856,0.0,12.7,3.7,-1.7,0
2,12,1,4,1,1,1,13,14,5,5,0,0,0,0,0,0,35.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,0
1,8,1,11,1,1,1,13,1,10,5,1,0,0,1,0,0,19.0,0,0.0,6.0,11.0,3.0,12.0,0.0,0.0,6.0,11.0,4.0,11.25,0.0,7.6,2.6,0.32,0
1,8,3,10,1,1,1,1,14,5,11,1,0,0,1,0,0,19.0,0,0.0,6.0,10.0,5.0,11.285714285714286,0.0,0.0,6.0,7.0,0.0,0.0,0.0,16.2,0.3,-0.92,0
1,1,1,14,1,1,1,23,14,5,9,0,0,0,1,0,0,19.0,0,0.0,6.0,8.0,3.0,11.666666666666666,0.0,0.0,6.0,11.0,5.0,13.625,0.0,10.8,1.4,1.74,0
1,6,1,13,1,1,12,3,14,14,29,0,0,0,1,0,0,20.0,1,0.0,7.0,14.0,0.0,0.0,6.0,0.0,7.0,12.0,2.0,11.666666666666666,0.0,8.9,1.4,3.51,0
1,1,5,14,1,1,1,13,28,10,10,1,0,0,0,0,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,0
1,16,1,17,0,16,1,13,27,6,10,0,0,0,0,0,0,22.0,0,7.0,12.0,12.0,7.0,11.0,0.0,5.0,5.0,5.0,5.0,10.6,0.0,8.9,1.4,3.51,0
1,1,1,12,1,1,1,13,14,5,5,1,0,0,1,0,0,20.0,0,0.0,8.0,8.0,7.0,14.014285714285714,0.0,0.0,8.0,8.0,7.0,14.014285714285714,0.0,12.7,3.7,-1.7,0
1,1,2,15,1,1,1,3,3,4,3,1,0,0,1,0,0,20.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,0
1,8,6,12,1,1,1,1,28,5,9,1,0,0,1,0,0,20.0,0,0.0,7.0,9.0,6.0,13.0,0.0,0.0,8.0,8.0,8.0,14.2125,0.0,13.9,-0.3,0.79,0
1,1,1,10,1,1,1,23,28,5,8,1,0,0,1,0,1,18.0,0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,6.0,9.0,4.0,11.0,0.0,7.6,2.6,0.32,0
1,1,1,15,1,1,1,13,1,6,11,1,0,0,1,0,0,18.0,0,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,6.0,6.0,13.5,0.0,11.1,0.6,2.02,0
1,8,1,16,1,1,1,23,28,8,7,1,0,0,1,0,0,18.0,0,0.0,6.0,11.0,3.0,12.333333333333334,0.0,0.0,6.0,10.0,5.0,10.833333333333334,0.0,9.4,-0.8,-3.12,0
1,12,1,10,1,7,1,19,24,1,1,0,0,0,1,0,0,47.0,0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,7.6,2.6,0.32,0
1,1,1,10,1,1,1,19,27,6,6,0,0,0,0,0,0,21.0,0,0.0,6.0,12.0,2.0,11.5,0.0,0.0,6.0,13.0,1.0,13.0,0.0,9.4,-0.8,-3.12,0
2,12,1,13,1,1,1,22,27,10,10,0,0,0,1,0,0,47.0,0,1.0,7.0,16.0,6.0,12.514285714285716,0.0,0.0,7.0,15.0,4.0,11.75,0.0,12.7,3.7,-1.7,0
1,13,1,16,1,9,1,1,3,4,3,0,0,0,1,0,0,28.0,0,14.0,18.0,23.0,14.0,12.785714285714286,2.0,16.0,17.0,18.0,16.0,13.875,0.0,16.2,0.3,-0.92,0
2,12,1,12,1,1,1,22,27,10,10,1,0,0,1,0,0,39.0,0,0.0,7.0,8.0,5.0,12.16,0.0,0.0,7.0,8.0,5.0,12.16,0.0,7.6,2.6,0.32,0
1,8,2,11,1,1,1,1,14,5,7,0,0,0,1,0,0,20.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,0
1,1,4,15,1,1,1,13,27,13,12,0,0,0,0,0,0,18.0,0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,12.7,3.7,-1.7,0
1,1,1,14,1,1,1,1,14,5,11,1,0,0,1,0,0,19.0,0,0.0,6.0,8.0,4.0,11.0,0.0,0.0,6.0,9.0,4.0,11.0,0.0,10.8,1.4,1.74,0
1,12,1,12,1,12,1,22,28,23,34,0,0,0,1,0,0,27.0,0,0.0,7.0,12.0,4.0,14.0,0.0,0.0,7.0,14.0,3.0,12.525,0.0,12.4,0.5,1.79,0
1,1,1,8,1,1,1,13,1,10,10,1,0,0,0,0,0,25.0,0,0.0,5.0,14.0,4.0,13.5,2.0,0.0,5.0,10.0,4.0,14.25,0.0,9.4,-0.8,-3.12,0
1,1,1,16,1,1,1,22,14,8,8,1,0,0,1,0,0,18.0,0,0.0,6.0,9.0,5.0,11.833333333333334,0.0,0.0,6.0,6.0,4.0,12.0,0.0,15.5,2.8,-4.06,0
1,1,1,9,1,1,1,13,14,10,10,1,0,0,0,0,1,19.0,0,0.0,5.0,7.0,3.0,10.666666666666666,0.0,0.0,5.0,10.0,3.0,12.285714285714286,0.0,10.8,1.4,1.74,0
1,14,1,17,0,1,1,22,27,10,9,1,0,0,1,0,0,29.0,0,8.0,13.0,16.0,8.0,10.5,0.0,8.0,12.0,19.0,9.0,10.333333333333334,0.0,9.4,-0.8,-3.12,0
1,12,1,6,1,1,1,1,14,10,10,1,0,0,1,0,0,24.0,0,0.0,6.0,10.0,2.0,11.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,8.9,1.4,3.51,0
1,1,1,14,1,1,1,3,28,3,10,1,0,0,1,0,0,19.0,0,0.0,6.0,7.0,5.0,12.6,0.0,0.0,6.0,10.0,5.0,12.375,0.0,10.8,1.4,1.74,0
1,1,1,2,1,1,1,3,3,3,6,1,0,0,1,0,0,19.0,0,6.0,12.0,13.0,12.0,12.333333333333334,0.0,4.0,11.0,12.0,10.0,12.727272727272728,0.0,8.9,1.4,3.51,0
1,14,1,8,1,1,14,3,4,4,3,0,0,0,1,0,0,19.0,1,0.0,5.0,10.0,5.0,14.857142857142858,2.0,0.0,5.0,7.0,5.0,15.142857142857142,0.0,9.4,-0.8,-3.12,0
1,1,1,2,1,1,1,3,3,2,3,1,0,0,1,0,0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,0
1,12,1,6,1,1,1,3,14,3,10,0,0,0,1,0,0,28.0,0,0.0,6.0,15.0,4.0,12.0,0.0,0.0,6.0,14.0,4.0,12.0,0.0,11.1,0.6,2.02,0
1,12,1,17,0,1,1,13,28,8,5,0,0,0,1,0,0,26.0,0,0.0,5.0,9.0,2.0,12.0,0.0,0.0,5.0,9.0,3.0,11.0,0.0,10.8,1.4,1.74,0
1,8,1,17,0,1,1,23,28,5,6,0,0,0,1,0,0,24.0,0,0.0,5.0,9.0,2.0,11.5,0.0,0.0,5.0,11.0,3.0,14.333333333333334,1.0,7.6,2.6,0.32,0
5,12,1,16,1,12,1,22,27,10,9,0,0,0,1,0,0,27.0,0,0.0,7.0,14.0,6.0,11.666666666666666,0.0,0.0,7.0,10.0,1.0,10.0,0.0,12.4,0.5,1.79,0
1,1,1,5,1,1,1,13,14,8,8,0,0,0,1,0,0,20.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,0
2,14,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,34.0,0,3.0,8.0,9.0,3.0,11.0,0.0,2.0,7.0,7.0,2.0,10.0,0.0,9.4,-0.8,-3.12,0
1,1,3,15,1,1,1,13,14,6,6,1,0,0,0,0,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,0
1,8,2,9,1,1,1,1,28,5,4,1,0,0,1,0,0,19.0,0,0.0,5.0,15.0,2.0,10.75,0.0,0.0,5.0,11.0,2.0,10.0,0.0,13.9,-0.3,0.79,0
1,17,1,5,1,16,1,25,14,4,6,1,0,0,0,0,1,22.0,0,0.0,6.0,8.0,6.0,11.0,0.0,0.0,6.0,10.0,4.0,12.0,0.0,8.9,1.4,3.51,0
1,12,1,9,1,1,1,10,3,5,4,1,0,0,1,0,0,24.0,0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,0
1,16,1,9,1,1,1,1,1,5,5,0,0,0,1,0,0,25.0,0,0.0,5.0,12.0,2.0,10.5,0.0,0.0,5.0,5.0,0.0,0.0,0.0,11.1,0.6,2.02,0
1,8,3,12,1,1,1,3,3,5,6,1,0,0,1,0,0,18.0,0,0.0,7.0,8.0,7.0,14.85,0.0,0.0,8.0,8.0,8.0,15.2,0.0,13.9,-0.3,0.79,0
2,12,1,12,1,1,1,22,27,29,42,0,0,0,1,0,0,35.0,0,0.0,7.0,11.0,5.0,13.34,0.0,0.0,7.0,9.0,5.0,10.84,0.0,12.4,0.5,1.79,0
1,8,3,14,1,1,1,13,1,5,5,1,0,0,1,0,1,18.0,0,0.0,6.0,11.0,4.0,12.25,0.0,0.0,6.0,10.0,4.0,11.0,0.0,12.7,3.7,-1.7,0
4,12,1,12,1,12,1,22,27,6,8,0,0,0,0,0,0,40.0,0,0.0,8.0,11.0,5.0,11.832,4.0,0.0,8.0,11.0,5.0,11.832,4.0,9.4,-0.8,-3.12,0
