age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,absences,G1,G2,sex,health,Probability
15,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,15,15,0,0,1
18,3,3,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,1
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,6,16,16,0,0,1
16,2,2,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,4,12,12,0,0,1
15,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,15,15,0,0,1
18,3,3,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,1
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,6,16,16,0,0,1
16,2,2,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,4,12,12,0,0,1
15,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,15,15,0,0,1
18,3,3,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,1
17,4,3,2,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,4,15,14,0,0,1
16,2,2,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,3,2,1,1,2,12,13,0,0,1
15,3,4,1,3,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,10,16,15,0,0,1
18,1,1,2,1,1,yes,no,no,no,no,no,no,yes,3,2,4,2,3,6,9,8,0,0,1
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,14,14,0,0,1
16,3,3,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,12,13,0,0,1
15,2,2,1,3,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,10,15,15,0,0,1
18,4,4,2,1,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,4,16,15,0,0,1
17,1,1,2,2,1,yes,no,no,no,no,no,no,yes,3,2,4,2,3,6,8,9,0,0,1
16,3,3,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,2,13,13,0,0,1
15,2,2,1,3,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,10,15,15,0,0,1
18,1,1,2,1,1,yes,no,no,no,no,no,no,yes,3,2,4,2,3,6,9,8,0,0,1
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,14,14,0,0,1
16,3,3,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,12,13,0,0,1
15,2,2,1,3,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,10,15,15,0,0,1
18,4,4,2,1,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,4,16,15,0,0,1
17,1,1,2,2,1,yes,no,no,no,no,no,no,yes,3,2,4,2,3,6,8,9,0,0,1
16,3,3,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,2,13,13,0,0,1
15,2,2,1,3,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,10,15,15,0,0,1
18,1,1,2,1,1,yes,no,no,no,no,no,no,yes,3,2,4,2,3,6,9,8,0,0,1
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,14,14,0,0,1
16,3,3,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,12,13,0,0,1
15,2,2,1,3,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,10,15,15,0,0,1
18,4,4,2,1,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,4,16,15,0,0,1
17,1,1,2,2,1,yes,no,no,no,no,no,no,yes,3,2,4,2,3,6,8,9,0,0,1
16,3,3,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,2,13,13,0,0,1
15,2,2,1,3,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,10,15,15,0,0,1
18,1,1,2,1,1,yes,no,no,no,no,no,no,yes,3,2,4,2,3,6,9,8,0,0,1
17,4,3,1,2,0,yes,no,yes,yes,yes,yes,yes,no,4,3,2,1,1,4,15,16,0,0,1
16,2,2,2,1,1,no,yes,no,no,yes,yes,yes,yes,3,2,3,1,1,2,10,9,0,0,1
