age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,absences,G1,G2,sex,health,Probability
16,2,2,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,6,12,12,0,0,0
17,3,3,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,2,14,14,0,0,0
15,4,4,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,0,16,16,0,0,0
16,2,2,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,6,12,12,0,0,0
17,3,3,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,2,14,14,0,0,0
17,3,2,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,4,12,13,0,0,0
16,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,2,15,14,0,0,0
15,1,1,2,2,1,yes,no,no,no,yes,yes,yes,yes,4,2,2,1,1,10,10,9,0,0,0
18,2,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,0,14,15,0,0,0
17,3,3,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,6,12,12,0,0,0
16,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,4,16,16,0,0,0
15,1,1,2,2,1,yes,no,no,no,yes,yes,yes,yes,4,2,2,1,1,8,9,10,0,0,0
18,2,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,2,15,16,0,0,0
17,3,3,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,5,13,13,0,0,0
16,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,3,17,16,0,0,0
15,1,1,2,2,1,yes,no,no,no,yes,yes,yes,yes,4,2,2,1,1,7,11,10,0,0,0
18,2,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,1,16,17,0,0,0
17,3,3,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,14,14,0,0,0
16,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,2,15,15,0,0,0
15,1,1,2,2,1,yes,no,no,no,yes,yes,yes,yes,4,2,2,1,1,9,10,11,0,0,0
18,2,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,3,14,16,0,0,0
17,3,3,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,3,13,13,0,0,0
16,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,1,16,16,0,0,0
15,1,1,2,2,1,yes,no,no,no,yes,yes,yes,yes,4,2,2,1,1,6,10,10,0,0,0
18,2,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,2,15,16,0,0,0
17,3,3,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,14,14,0,0,0
16,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,2,15,15,0,0,0
15,1,1,2,2,1,yes,no,no,no,yes,yes,yes,yes,4,2,2,1,1,9,10,11,0,0,0
18,2,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,3,14,16,0,0,0
17,3,3,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,3,13,13,0,0,0
16,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,1,16,16,0,0,0
15,1,1,2,2,1,yes,no,no,no,yes,yes,yes,yes,4,2,2,1,1,6,10,10,0,0,0
17,3,2,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,4,12,13,0,0,0
16,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,2,15,14,0,0,0
15,2,2,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,10,10,10,0,0,0
18,3,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,0
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,6,16,16,0,0,0
16,2,1,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,4,12,12,0,0,0
15,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,15,15,0,0,0
18,3,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,0
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,6,16,16,0,0,0
16,2,1,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,4,12,12,0,0,0
15,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,15,15,0,0,0
18,3,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,0
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,6,16,16,0,0,0
16,2,1,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,4,12,12,0,0,0
15,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,15,15,0,0,0
18,3,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,0
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,6,16,16,0,0,0
16,2,1,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,4,12,12,0,0,0
15,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,15,15,0,0,0
18,3,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,0
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,6,16,16,0,0,0
16,2,1,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,4,12,12,0,0,0
15,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,15,15,0,0,0
18,3,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,0
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,6,16,16,0,0,0
16,2,1,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,4,12,12,0,0,0
15,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,15,15,0,0,0
18,3,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,0
17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,6,16,16,0,0,0
16,2,1,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,4,12,12,0,0,0
15,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,15,15,0,0,0
18,3,3,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,0,14,14,0,0,0
17,3,2,1,2,0,yes,no,yes,yes,yes,yes,yes,no,4,3,2,1,1,4,15,14,0,0,0
16,4,4,2,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,17,16,0,0,0
15,2,3,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,6,12,13,0,0,0
18,3,3,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,2,10,14,13,0,0,0
