sex,age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Probability
1,15,3,2,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,0,0,15,16,1
1,18,4,4,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,0,5,16,15,1
1,16,2,3,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,0,0,13,14,1
1,18,3,2,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,0,1,13,12,1
1,17,4,4,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,0,0,13,13,1
1,16,2,3,2,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,0,4,13,12,1
1,18,1,2,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,0,3,14,12,1
1,17,2,3,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,0,4,12,12,1
1,15,2,2,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,0,0,14,16,1
1,15,4,2,1,1,0,no,no,yes,no,yes,yes,yes,no,2,2,4,2,4,0,4,15,16,1
1,17,3,1,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,0,3,14,16,1
