gender,age,birthplace,M17,M18,M19,M21,M22,M23,M24,M26,M27,M28,M29,M30,M32,M33,M34,M35,M36,M38,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M51,M53,M55,M56,M57,Probability
1,1,1,7.5,8.5,7.0,6.0,6.5,7.5,6.0,6.5,9.0,6.5,6.0,6.5,7.0,6.5,8.5,6.5,7.0,7.5,5.5,5.0,7.0,5.5,7.0,7.0,6.5,5.0,6.5,7.0,6.0,7.0,6.5,5.0,7.0,1
1,1,1,6.5,7.0,6.0,8.5,7.0,6.5,7.0,5.5,8.5,9.5,8.5,6.5,6.5,5.5,5.5,9.0,6.0,8.0,6.5,6.0,8.0,7.0,8.0,8.0,7.5,7.0,7.0,9.0,6.5,8.5,7.0,9.0,7.0,1
1,1,1,6.5,7.0,6.5,8.0,6.0,5.5,5.5,7.0,7.0,6.5,7.0,5.0,5.5,6.0,7.5,8.0,5.0,8.0,5.5,7.5,7.5,7.0,6.5,8.0,6.0,6.85,7.0,7.0,8.5,8.0,6.0,8.5,8.5,1
1,1,1,6.0,8.0,7.5,7.0,8.0,7.5,5.0,6.5,6.5,6.5,7.5,5.0,5.0,6.0,7.0,8.0,5.0,9.0,5.0,6.0,7.5,6.0,7.5,9.0,7.5,7.5,7.0,7.5,8.5,6.5,7.5,5.0,9.5,1
1,1,1,7.0,9.0,6.0,7.5,8.0,5.5,6.0,7.5,8.0,6.0,7.0,6.0,6.5,8.5,8.0,8.0,6.0,8.0,7.0,6.5,7.0,5.5,7.0,7.5,7.5,6.5,7.0,5.0,6.0,6.0,7.0,5.5,8.5,1
1,1,1,5.0,7.5,7.0,6.0,5.5,6.24,6.24,6.0,6.0,6.24,6.0,6.5,6.24,6.0,7.0,5.5,7.0,6.0,5.0,5.5,6.0,5.0,6.0,6.5,7.0,6.0,6.0,6.0,8.0,6.24,6.0,8.0,6.24,1
1,1,1,5.5,7.5,4.5,6.0,5.5,6.0,6.0,6.5,8.0,6.0,6.0,5.5,1.0,7.0,8.0,6.0,5.5,7.5,5.0,5.0,5.5,5.5,7.0,6.0,7.5,6.0,6.5,6.5,6.0,5.5,5.5,5.5,5.5,1
1,1,1,8.0,8.5,5.0,6.0,7.5,7.5,6.5,8.0,7.5,6.0,6.5,8.5,7.0,8.5,9.0,7.0,7.5,8.5,8.5,6.0,7.0,7.5,7.0,7.0,8.0,8.0,9.0,6.5,8.0,6.5,8.5,6.5,7.0,1
1,1,1,7.0,7.5,5.5,8.5,6.0,6.0,5.0,7.0,6.5,6.0,7.0,5.5,5.0,6.5,7.5,7.5,5.0,7.0,5.0,7.5,6.0,6.5,7.5,7.0,7.5,6.9,7.0,7.0,6.5,7.5,7.0,8.5,8.5,1
1,1,1,8.5,8.5,6.5,6.0,6.0,8.5,6.0,7.0,8.0,6.5,7.5,7.5,6.5,7.5,7.5,7.5,5.5,8.5,7.5,5.0,6.0,5.0,7.5,8.5,6.5,7.5,6.5,8.5,6.0,6.0,7.5,6.5,9.0,1
1,1,1,6.5,7.5,5.0,7.0,6.0,6.5,6.5,6.0,6.0,5.0,5.5,5.0,5.0,6.5,7.0,7.5,6.5,8.0,5.5,6.0,6.5,6.0,6.5,8.0,8.0,6.64,6.0,8.0,6.5,7.5,7.0,7.0,9.0,1
1,1,1,6.0,9.5,5.5,9.0,9.5,8.5,6.0,7.5,9.5,6.0,9.0,8.5,7.5,7.5,8.0,8.5,6.5,8.0,8.5,9.0,8.0,7.0,5.5,7.5,7.0,8.0,7.5,8.5,8.5,6.0,8.5,7.0,9.0,1
1,1,1,5.0,7.5,5.0,7.0,6.5,6.0,5.5,5.5,7.0,7.0,7.0,5.0,6.5,7.5,8.5,7.5,6.0,8.0,7.5,5.5,7.0,7.5,7.5,8.0,7.0,7.16,7.5,8.0,7.5,8.0,8.0,8.5,8.0,1
1,1,1,8.0,8.5,5.5,7.5,7.0,9.0,5.0,8.5,8.0,7.0,8.0,6.0,6.5,8.0,9.0,7.5,6.0,8.5,7.0,6.0,8.0,5.0,8.0,7.5,8.0,7.0,8.0,7.5,8.5,7.0,7.0,7.0,7.5,1
1,1,1,5.5,8.0,5.0,8.0,6.0,6.0,6.0,6.0,8.0,5.0,5.0,6.0,5.0,8.0,7.5,7.0,5.0,8.5,6.5,5.5,7.0,7.5,7.0,8.5,7.0,6.91,7.5,7.5,7.5,7.0,7.0,8.0,6.5,1
1,1,1,7.0,8.0,5.0,6.5,6.0,6.0,6.0,6.5,7.5,6.5,6.0,6.5,6.5,7.5,8.0,5.0,7.0,7.5,5.0,5.0,5.5,6.5,7.5,7.0,8.0,6.0,5.0,7.5,6.0,5.5,6.0,6.0,9.0,1
1,1,1,7.0,7.5,5.5,8.0,9.0,7.5,7.5,7.0,7.0,6.5,7.5,7.0,6.5,7.5,5.5,8.5,6.5,7.5,6.0,7.5,7.0,7.0,7.0,7.5,6.0,7.0,6.5,7.0,9.0,7.0,6.0,7.5,8.5,1
1,1,1,6.5,7.5,6.0,8.5,6.0,5.5,5.0,5.5,8.0,7.5,8.5,5.5,5.5,5.5,7.0,8.0,5.0,6.0,5.5,5.0,7.5,5.5,7.0,6.0,9.0,3.0,6.5,8.0,6.5,8.5,4.0,6.0,6.5,1
1,1,1,5.5,7.0,5.0,9.0,7.0,5.0,5.5,6.0,7.5,7.6,7.5,6.0,5.0,7.0,5.0,8.5,5.5,8.0,5.5,6.5,8.0,6.0,6.0,8.0,7.5,6.62,6.0,7.0,5.0,8.0,6.5,8.0,8.5,1
1,1,1,9.0,8.0,6.5,6.5,7.0,7.0,6.0,6.5,8.5,6.5,8.0,6.0,7.5,6.5,8.5,7.0,6.5,7.5,5.5,5.5,7.0,5.5,8.0,6.0,7.5,5.5,7.5,6.0,7.5,7.0,6.0,5.0,8.0,1
1,1,1,7.5,8.0,5.0,9.0,6.5,8.0,6.5,7.5,8.0,6.5,9.0,5.5,6.0,8.0,8.0,9.0,7.0,8.0,6.5,7.5,8.0,8.0,7.5,8.0,7.5,7.67,8.0,8.0,8.5,8.0,8.0,8.5,9.0,1
1,1,1,6.0,7.5,8.0,6.0,9.0,6.0,6.0,5.5,7.5,8.0,7.5,5.5,5.5,6.5,8.5,8.0,6.5,7.5,5.0,5.0,7.0,6.0,8.0,5.5,7.0,6.0,6.5,7.5,6.5,7.5,6.0,7.5,9.5,1
1,1,1,6.5,8.0,5.5,8.0,9.0,7.5,7.0,8.0,7.5,6.0,8.5,7.0,6.0,7.5,8.5,8.5,6.5,9.0,6.5,7.5,7.5,7.0,7.0,9.0,7.0,7.46,8.0,8.0,7.0,7.5,8.0,7.5,6.5,1
1,1,1,6.5,7.0,5.5,9.0,8.0,4.5,5.0,5.0,6.0,6.5,7.5,8.0,4.5,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,7.5,7.0,7.0,6.62,6.5,7.0,7.0,5.5,6.0,8.0,8.5,1
1,1,1,5.5,6.91,7.5,6.91,8.0,6.5,7.5,6.0,6.91,5.5,7.5,6.0,9.5,6.0,7.5,8.5,7.0,8.0,8.5,7.0,6.0,6.0,6.5,6.0,6.5,8.5,8.0,6.5,7.0,9.0,8.0,7.5,9.0,1
1,1,1,6.0,9.0,5.5,6.5,6.0,7.5,5.0,6.5,5.5,6.0,6.5,6.0,5.5,7.0,5.5,5.0,5.5,8.0,5.0,5.5,6.5,5.5,5.0,5.0,6.25,6.5,7.0,7.5,5.5,5.5,7.0,7.0,9.0,1
1,1,1,5.5,8.0,5.0,5.5,6.0,5.0,5.5,6.0,6.0,5.0,7.0,7.5,5.5,5.0,7.5,6.5,5.0,6.5,5.0,6.0,6.0,6.0,6.5,6.5,7.0,5.0,5.5,6.0,6.0,5.5,5.0,6.0,8.0,1
1,1,1,6.0,7.5,6.0,6.5,6.5,7.0,5.0,7.5,6.5,6.0,7.0,7.0,6.0,6.5,7.5,7.5,7.0,5.0,7.5,5.5,6.0,5.5,7.5,5.0,9.0,7.5,7.5,8.5,6.0,8.5,7.0,7.5,7.5,1
1,1,1,9.0,8.0,5.5,7.5,7.5,6.0,6.5,8.0,9.5,6.5,8.0,8.5,6.5,8.0,8.0,7.5,6.5,8.0,6.5,5.5,7.0,7.0,8.0,8.0,8.0,7.5,7.5,5.0,6.0,6.5,6.5,5.5,6.5,1
1,1,1,5.0,8.5,6.0,6.0,6.5,5.5,5.5,5.0,7.5,6.5,5.5,6.5,5.0,5.5,5.0,6.0,5.5,7.5,5.5,5.0,7.0,5.0,6.0,6.5,7.5,6.0,5.5,6.0,5.0,5.5,6.5,5.5,8.5,1
1,1,1,6.0,8.5,6.5,8.0,6.0,8.0,7.0,7.5,8.5,7.0,8.0,5.5,6.0,7.5,8.5,7.5,5.0,7.5,6.5,8.5,7.0,7.5,7.5,7.5,7.0,7.77,7.5,8.5,8.0,6.5,7.5,8.5,8.0,1
1,1,1,7.0,7.5,6.0,6.5,7.0,5.5,5.5,8.5,7.0,6.5,6.0,5.5,5.0,5.0,5.5,7.0,7.0,6.5,6.5,6.0,6.5,8.0,6.0,6.5,8.5,7.0,6.0,8.5,8.0,8.5,6.0,7.0,6.0,1
1,1,1,6.0,7.5,6.5,8.5,7.0,5.5,6.0,6.5,7.5,8.5,8.0,5.5,6.5,7.5,7.0,6.5,5.0,5.5,7.0,5.0,6.5,6.5,6.5,5.5,7.5,6.0,6.5,7.5,5.5,7.5,7.0,6.5,8.0,1
1,1,1,6.5,8.0,5.5,9.0,8.5,7.5,7.5,7.0,8.5,5.5,8.5,6.5,5.5,7.0,8.5,8.5,6.0,8.5,6.0,6.0,6.5,6.0,5.0,8.5,6.5,7.19,7.0,7.0,8.5,6.5,7.0,6.5,8.0,1
1,1,1,7.5,7.0,5.5,6.5,8.0,6.0,5.5,5.5,7.5,6.0,6.5,6.0,6.5,5.5,5.5,7.5,6.0,6.0,6.0,5.5,6.5,5.0,7.5,6.0,8.0,6.5,6.5,7.5,5.5,7.5,6.0,6.5,7.5,1
1,1,1,6.5,8.0,5.0,8.5,7.0,6.0,5.0,6.5,7.5,7.0,8.0,5.0,5.5,7.5,7.5,7.5,6.5,8.0,5.0,5.5,8.0,5.0,6.5,5.0,7.5,7.0,7.5,6.5,8.5,6.5,8.0,5.5,9.0,1
1,1,1,8.0,7.5,6.5,6.0,5.5,9.0,5.5,6.5,9.0,6.5,6.0,6.5,7.0,7.0,9.0,5.5,8.0,9.5,5.5,7.0,7.0,7.0,7.0,5.5,8.5,6.5,7.5,7.5,6.0,8.0,6.5,6.0,8.5,1
1,1,1,7.0,7.0,5.5,8.0,7.0,5.5,5.5,7.0,7.0,7.5,7.0,5.5,5.5,6.0,7.5,7.5,6.5,7.5,6.0,6.5,8.0,5.5,6.0,7.5,7.5,7.0,6.0,8.0,7.0,7.5,6.5,7.5,8.0,1
1,1,1,5.5,7.0,6.0,7.5,7.0,7.0,5.5,8.5,7.5,7.5,6.5,7.0,5.5,6.0,5.5,6.5,7.0,6.0,7.5,5.0,6.5,5.0,6.0,6.0,8.0,7.0,6.5,8.0,6.5,8.5,7.0,6.5,7.5,1
1,1,1,6.0,7.5,5.5,8.5,8.0,7.5,6.0,7.0,8.5,7.0,8.5,8.5,7.0,7.0,8.5,9.0,6.5,8.0,7.0,7.5,7.5,7.5,7.5,8.0,7.0,7.65,8.0,7.5,8.5,7.5,8.5,6.5,8.5,1
1,1,1,6.5,7.0,6.5,8.0,6.5,5.5,5.0,8.0,8.0,5.5,6.0,6.0,6.0,6.5,5.5,8.0,5.0,7.5,7.0,7.0,6.5,6.0,8.0,7.5,8.0,6.89,5.0,7.0,7.0,7.0,7.5,8.0,9.5,1
1,1,1,6.5,7.5,5.5,9.0,7.0,7.0,7.5,6.5,8.0,7.0,8.5,5.5,6.0,7.0,8.0,7.0,6.0,9.0,6.5,6.0,7.0,7.0,7.0,9.0,6.0,7.42,8.0,7.0,8.0,8.0,7.5,8.5,8.0,1
1,1,1,8.0,8.0,6.0,6.0,6.0,7.5,8.0,7.5,9.5,5.5,7.0,6.5,6.0,8.0,9.5,7.0,5.5,8.0,7.0,6.0,7.0,6.0,6.5,6.0,7.0,7.0,7.5,7.5,7.0,6.5,8.0,6.0,9.0,1
1,1,1,7.0,7.5,7.0,9.0,8.5,6.0,5.0,8.0,8.0,6.5,8.5,6.0,5.5,8.5,9.0,8.5,7.0,8.5,6.5,6.0,8.0,5.5,7.5,8.5,8.0,7.0,6.5,6.5,7.5,5.5,5.0,5.0,9.5,1
1,1,1,6.0,6.07,6.5,6.07,6.0,6.0,6.5,7.5,6.07,5.5,5.0,5.5,8.0,6.5,7.5,6.5,6.0,6.5,7.0,5.5,5.5,5.0,5.0,5.5,5.5,7.0,5.5,7.0,6.0,9.0,8.0,6.5,9.0,1
1,1,1,7.5,7.5,5.5,8.0,7.0,5.5,5.0,7.0,5.5,6.0,7.5,6.5,6.0,7.0,6.5,7.0,6.5,7.5,6.5,7.5,6.5,7.5,5.0,7.5,7.0,6.89,7.0,7.5,8.5,7.5,6.0,6.5,8.0,1
1,1,1,5.5,9.5,6.0,8.5,8.0,6.5,5.5,7.5,8.0,7.5,7.0,6.0,6.0,7.0,8.5,8.5,6.5,8.0,8.0,6.5,7.5,5.0,6.0,6.5,7.5,7.5,7.0,7.5,9.0,6.0,6.0,5.0,8.5,1
1,1,1,6.5,9.0,6.5,8.0,6.5,7.5,6.5,7.5,8.0,6.5,8.0,7.5,6.5,7.5,7.0,7.0,6.0,7.5,7.5,5.5,7.0,6.0,7.0,7.5,8.5,7.5,7.0,8.5,6.0,8.0,6.0,8.5,6.5,1
1,1,1,5.0,7.5,6.0,8.5,6.5,6.0,6.0,5.5,7.5,6.0,8.5,7.0,8.0,7.5,8.5,8.5,7.0,8.0,7.5,7.5,8.0,8.5,7.0,8.0,6.5,8.03,8.0,9.0,8.5,8.5,8.0,9.5,9.0,1
1,1,1,5.0,6.75,7.0,8.5,8.5,6.0,6.75,7.0,7.0,5.5,8.0,6.0,10.0,5.5,6.5,7.5,7.5,6.5,6.75,8.0,6.75,7.5,6.0,6.5,5.5,6.0,6.75,8.5,9.0,8.0,6.5,9.0,8.5,1
1,1,1,6.5,7.5,6.0,7.0,5.5,6.0,6.5,7.0,7.0,6.5,7.0,6.0,6.0,6.5,8.0,8.0,6.0,8.5,6.0,5.5,6.5,6.0,7.5,8.5,6.5,6.5,6.0,2.0,7.5,7.5,6.0,7.5,8.0,1
1,1,1,7.0,7.3,8.0,7.3,7.0,7.0,8.5,7.5,7.3,6.0,8.0,6.0,10.0,7.0,6.5,8.0,7.0,7.5,8.5,5.5,7.0,7.0,7.5,6.5,8.0,8.5,9.0,7.0,7.5,9.0,9.0,8.5,9.5,1
1,1,1,5.0,6.68,6.0,7.0,7.0,9.0,6.68,7.5,6.0,7.0,7.0,6.0,5.5,6.5,8.0,5.5,8.5,6.5,6.68,7.5,6.68,6.5,7.5,8.5,7.0,7.5,6.68,8.0,8.5,8.0,5.5,8.5,5.5,1
1,1,1,5.5,8.0,6.5,7.5,6.5,5.0,5.0,7.0,7.0,6.0,7.0,5.0,5.0,5.5,6.0,6.5,7.0,6.0,6.0,5.5,8.0,7.0,6.5,6.0,8.0,7.5,6.0,7.5,5.5,8.5,7.0,8.0,7.0,1
1,1,1,6.0,8.5,6.5,8.0,9.0,5.4,6.5,7.0,8.5,6.0,9.0,7.0,7.5,7.0,8.5,8.0,6.5,7.0,7.0,5.0,8.0,7.0,7.5,7.0,7.5,6.0,6.0,7.5,7.0,5.0,7.0,6.0,9.0,1
1,1,1,7.5,7.5,5.0,5.0,5.0,5.0,6.5,7.5,7.0,5.5,6.0,5.0,5.5,6.5,9.5,5.0,6.0,6.5,6.0,5.5,6.0,6.0,7.5,6.5,7.5,5.0,7.5,6.5,6.0,7.0,7.5,5.5,9.5,1
1,1,1,6.0,6.5,6.0,8.0,7.0,6.5,5.0,6.5,6.5,5.0,6.0,5.5,6.0,5.5,7.0,7.0,7.0,7.5,6.0,5.5,7.0,6.5,7.0,7.5,5.5,6.62,6.0,5.0,7.0,7.0,6.5,8.0,8.5,1
1,1,1,7.5,8.0,6.0,8.5,7.0,7.0,5.5,6.0,8.0,7.0,7.5,7.0,6.5,7.5,7.5,8.5,5.5,6.0,7.5,7.5,7.5,6.5,7.0,6.0,7.0,7.5,6.5,8.0,7.0,8.0,7.0,8.0,6.0,1
1,1,1,6.5,9.0,5.5,7.0,5.5,6.5,7.0,6.5,6.0,6.0,7.0,6.5,6.0,6.0,6.0,5.5,6.5,8.5,6.0,5.5,7.5,6.5,5.5,6.5,6.5,6.5,7.0,9.0,6.5,6.0,7.0,8.0,9.0,1
1,1,1,7.0,9.5,6.0,8.0,7.0,6.5,6.5,6.5,5.5,6.5,8.0,6.0,8.0,6.0,9.5,8.5,5.5,8.5,5.5,8.0,8.5,6.0,7.0,9.0,8.0,7.5,7.5,8.5,8.5,7.0,7.5,5.5,9.0,1
1,1,1,6.5,8.0,6.0,6.5,7.0,7.5,5.5,7.5,5.5,6.5,7.5,7.5,6.0,7.5,7.0,7.5,5.5,5.5,6.5,6.0,7.0,7.0,7.5,5.5,8.0,7.0,7.0,8.0,6.5,8.5,6.5,8.0,6.0,1
1,1,1,6.5,8.5,5.0,6.5,5.5,5.5,5.5,6.5,7.0,5.0,6.0,6.5,6.0,6.5,8.5,6.0,5.0,7.5,5.5,5.0,6.5,5.5,7.5,6.5,6.0,6.0,5.0,5.5,6.5,7.0,6.0,5.5,8.5,1
