sex,age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Probability
0,16,1,1,4,2,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,0,0,14,13,1
1,18,4,3,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,0,2,8,8,0
1,17,3,3,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,1,6,11,13,1
1,17,2,1,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,1,0,8,12,1
0,17,2,4,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,1,8,14,15,1
1,16,4,2,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,0,8,10,9,0
0,16,2,2,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,0,6,13,11,0
0,17,4,2,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,1,2,14,15,1
0,19,4,4,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,0,0,10,9,0
1,18,2,2,1,2,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,0,11,9,11,1
1,16,2,2,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,0,6,12,10,0
0,15,4,4,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,1,0,11,0,0
1,16,1,1,2,1,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,1,6,11,11,0
0,16,4,4,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,0,4,14,14,1
1,17,4,4,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,1,4,13,13,1
0,16,2,2,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,1,6,13,13,1
1,17,2,1,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,0,0,9,9,0
1,15,4,2,1,2,0,no,yes,yes,no,yes,yes,no,no,4,3,3,2,2,1,2,15,15,1
0,18,2,1,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,1,12,12,12,1
0,19,1,1,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,0,18,12,10,0
0,17,1,1,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,0,0,11,11,0
0,17,4,2,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,1,0,17,18,1
1,17,4,1,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,1,30,8,8,0
1,17,2,2,2,1,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,1,8,8,8,0
1,18,4,4,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,0,0,18,18,1
1,17,1,1,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,1,0,8,8,0
0,15,2,2,1,1,0,yes,yes,no,yes,yes,yes,no,no,4,3,1,1,1,0,8,14,13,1
1,15,4,4,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,1,0,10,11,0
1,18,4,3,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,0,8,10,11,0
1,15,1,1,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,1,8,7,9,0
0,15,3,3,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,4,4,0,0,13,12,1
1,16,2,2,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,1,2,10,10,0
1,16,1,1,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,0,0,7,0,0
0,16,4,4,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,1,2,15,15,1
1,16,3,3,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,4,13,14,1
1,17,4,4,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,1,0,15,14,1
0,17,1,1,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,1,4,11,10,0
0,17,2,1,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,1,2,6,6,0
0,15,4,2,1,3,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,1,0,14,14,1
1,17,4,3,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,1,14,12,12,1
1,15,4,2,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,0,10,18,17,1
0,18,1,2,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,1,0,12,13,1
1,16,2,3,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,0,0,13,12,1
0,18,2,1,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,0,0,7,0,0
1,16,4,4,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,1,14,7,7,0
0,16,2,2,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,1,14,10,10,0
0,15,1,1,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,0,4,6,7,0
1,18,2,1,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,1,2,16,16,1
0,18,3,2,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,1,75,10,9,0
1,15,4,4,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,0,2,11,13,1
0,17,4,4,2,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,0,6,6,5,0
1,15,1,2,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,14,13,1
1,15,2,2,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,1,6,11,13,1
0,16,4,3,1,3,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,1,0,14,13,1
1,17,2,2,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,0,4,11,11,0
0,17,2,2,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,1,4,9,9,0
0,17,4,3,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,1,6,7,7,0
1,16,4,4,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,1,12,9,9,0
0,17,4,3,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,0,14,13,13,1
0,17,3,2,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,1,0,17,17,1
0,18,1,1,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,1,4,10,11,1
0,18,2,3,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,0,4,11,10,0
1,16,2,1,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,0,4,9,9,0
0,17,4,1,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,1,1,13,14,1
0,17,3,4,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,1,0,11,11,0
0,17,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,0,0,16,15,1
1,18,3,4,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,0,9,13,14,1
1,15,4,4,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,0,0,11,12,1
0,17,2,2,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,1,0,11,10,0
0,16,3,1,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,1,0,10,9,0
0,18,4,3,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,0,0,14,13,1
0,19,3,1,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,1,12,14,13,1
1,17,1,1,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,0,0,10,9,0
1,16,1,2,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,1,0,10,11,0
0,17,3,2,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,0,0,14,14,1
1,17,1,2,1,2,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,0,2,16,17,1
0,16,3,2,2,2,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,0,8,5,5,0
1,16,4,4,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,0,0,13,13,1
0,16,2,2,3,2,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,0,1,9,10,0
0,15,1,1,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,1,0,9,10,0
1,18,4,4,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,0,6,11,12,1
1,16,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,0,2,14,13,1
0,16,1,2,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,1,0,10,8,0
0,17,1,1,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,0,0,7,6,0
0,18,4,4,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,1,4,7,9,0
1,16,3,4,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,0,4,9,9,0
0,16,1,3,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,1,11,10,11,0
1,16,1,0,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,0,2,13,15,1
0,15,1,1,1,2,0,yes,no,no,no,yes,yes,yes,no,4,3,2,2,3,0,6,12,13,1
0,15,3,3,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,1,0,14,16,1
1,18,2,2,2,2,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,1,9,10,9,0
0,16,3,3,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,4,8,10,0
0,17,4,3,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,0,22,6,6,0
0,18,4,4,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,1,8,10,11,1
0,15,1,1,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,0,0,13,14,1
0,15,4,4,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,16,16,1
0,18,3,1,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,1,16,9,8,0
0,18,4,3,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,0,0,13,14,1
0,18,4,4,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,1,0,12,11,1
0,16,1,2,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,0,0,8,9,0
0,17,4,1,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,1,0,8,10,0
1,17,3,3,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,0,4,8,9,0
1,17,4,4,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,1,2,12,15,1
1,15,2,1,4,1,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,1,0,8,9,0
0,18,1,1,3,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,0,2,9,10,0
1,18,4,2,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,1,2,15,16,1
0,15,3,1,2,4,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,0,12,16,16,1
1,18,4,4,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,0,3,9,12,0
0,18,1,1,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,12,13,1
0,17,1,1,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,0,0,13,13,1
1,18,2,1,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,1,8,15,14,1
0,18,2,1,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,0,12,8,9,0
0,15,2,2,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,0,4,10,10,0
1,18,3,2,1,1,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,1,0,4,0,0
0,16,2,1,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,0,2,12,13,1
0,15,1,2,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,0,0,14,14,1
0,17,4,3,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,1,14,15,14,1
0,16,2,2,1,1,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,1,6,10,11,1
0,15,1,1,1,2,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,1,2,13,11,0
1,18,4,2,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,1,4,10,12,1
0,16,2,2,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,1,14,10,11,0
0,17,4,2,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,1,2,11,12,1
1,17,3,1,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,1,0,11,11,1
0,18,3,3,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,0,0,11,11,0
0,18,2,2,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,0,0,18,18,1
1,18,1,2,2,1,0,no,yes,no,no,no,yes,no,no,4,1,4,5,5,0,8,10,11,0
0,17,3,1,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,1,2,7,9,0
1,18,1,1,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,0,2,14,13,1
0,19,3,2,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,0,4,7,7,0
0,16,2,1,1,2,0,no,yes,yes,no,yes,yes,no,yes,4,3,5,1,1,1,2,8,9,0
1,16,1,2,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,0,2,11,12,0
0,15,2,2,1,1,0,yes,yes,yes,yes,yes,yes,no,no,4,3,1,1,1,0,8,14,13,1
0,16,2,2,2,2,1,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,0,25,7,10,0
0,16,4,4,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,0,0,9,9,0
0,18,1,1,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,1,0,19,17,1
0,16,1,1,4,4,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,0,0,13,10,1
0,18,3,3,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,1,0,10,9,0
1,17,1,1,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,0,0,10,10,0
1,18,2,2,1,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,0,26,7,8,0
1,19,2,1,2,3,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,1,0,9,10,0
0,16,4,4,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,1,0,17,16,1
1,17,3,2,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,0,19,11,9,0
0,17,4,4,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,1,0,13,12,1
0,16,3,1,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,0,0,12,13,1
1,15,4,3,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,0,0,7,9,0
1,18,2,1,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,0,0,14,15,1
0,16,3,2,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,0,2,7,6,0
1,16,4,3,1,4,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,0,4,19,19,1
1,16,3,2,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,0,16,12,11,1
1,18,1,3,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,0,7,8,7,0
0,16,1,1,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,0,2,14,14,1
0,18,3,3,1,2,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,2,0,1,16,16,1
0,15,1,2,2,1,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,0,3,11,13,1
1,20,3,2,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,1,0,14,15,1
0,18,4,3,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,1,2,14,15,1
1,15,3,2,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,0,0,16,18,1
0,18,2,1,2,3,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,0,10,12,10,0
1,18,4,3,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,0,0,10,10,0
0,17,4,4,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,0,24,18,18,1
0,16,1,2,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,0,4,8,10,0
1,21,1,1,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,0,3,10,8,0
1,15,4,4,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,1,4,13,14,1
1,16,2,2,4,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,0,0,10,9,0
0,17,1,2,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,0,14,6,5,0
0,17,2,2,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,0,8,10,11,1
0,16,2,3,3,2,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,0,2,15,15,1
0,18,2,3,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,0,0,11,12,1
0,18,3,2,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,1,15,12,9,0
1,16,1,2,1,3,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,1,0,10,11,0
0,17,2,2,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,0,2,10,11,1
1,16,2,2,2,2,1,no,no,yes,yes,no,yes,yes,no,4,4,2,1,1,0,12,11,10,0
1,17,2,1,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,1,0,12,12,1
1,17,4,4,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,1,2,9,9,0
0,16,2,3,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,1,4,11,12,1
0,16,2,2,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,1,0,17,16,1
1,17,3,2,1,1,3,no,yes,no,yes,yes,yes,yes,no,5,5,5,2,4,1,16,6,5,0
1,18,4,4,1,2,0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,0,4,17,18,1
0,18,2,2,1,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,1,4,11,11,1
1,16,4,4,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,1,8,18,18,1
0,16,2,2,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,1,12,13,11,0
0,16,4,1,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,0,8,9,10,0
0,15,2,1,2,1,0,no,no,no,no,yes,no,no,no,1,3,4,1,1,0,0,6,8,0
