gender,age,birthplace,M17,M18,M19,M21,M22,M23,M24,M26,M27,M28,M29,M30,M32,M33,M34,M35,M36,M38,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M51,M53,M55,M56,M57,Probability
1,1,1,8.0,7.5,7.0,8.0,7.0,5.5,7.0,7.0,7.0,6.5,7.0,5.5,5.0,7.0,8.0,7.0,5.0,7.5,8.5,8.0,7.5,8.0,8.0,7.5,7.0,7.55,8.0,9.0,8.0,9.0,7.5,8.5,6.5,1
1,1,0,6.0,8.0,5.0,5.5,6.0,5.5,5.0,5.0,7.5,6.0,5.0,5.0,6.0,5.5,5.5,6.5,5.0,8.5,5.0,7.0,7.0,5.0,5.5,8.5,8.0,6.0,7.0,6.0,5.0,6.0,6.5,6.0,8.5,1
1,1,0,6.5,9.0,5.5,6.5,6.0,6.5,6.5,5.5,6.0,6.5,7.5,6.5,6.0,6.0,6.0,6.5,5.0,9.0,6.0,6.5,7.5,5.0,6.0,7.0,6.0,7.0,7.5,7.5,7.5,7.0,7.0,7.0,9.5,1
1,1,1,6.5,7.5,5.5,8.0,7.0,7.0,6.5,7.0,6.5,5.5,8.0,5.0,5.5,7.0,5.5,8.5,5.0,7.5,5.5,6.0,6.0,7.5,6.5,7.5,7.0,6.65,7.0,7.0,8.0,6.5,7.0,8.5,6.0,1
1,1,0,6.5,8.0,7.0,6.5,6.5,6.5,5.0,7.5,6.5,6.5,5.0,5.0,5.5,6.0,6.0,6.0,5.5,7.5,7.0,6.5,8.0,6.5,7.0,8.0,7.5,7.5,7.0,7.0,6.5,6.5,7.0,5.5,8.0,1
1,1,0,6.5,8.0,5.5,6.0,6.0,6.5,6.5,5.5,8.0,5.5,5.0,5.0,6.5,6.5,7.5,6.0,6.0,7.5,5.0,6.0,6.0,5.5,8.0,6.0,8.0,6.5,6.5,7.5,6.0,5.0,6.5,5.5,8.5,1
1,1,1,6.0,8.5,6.5,8.5,8.0,8.0,6.5,6.5,9.0,8.5,8.0,8.0,5.0,7.5,8.0,8.5,7.0,7.5,7.5,6.0,8.0,5.5,7.5,7.5,8.5,7.0,7.0,8.0,8.0,8.0,7.0,7.5,7.0,1
1,0,1,6.5,7.5,7.0,8.0,9.0,6.0,4.5,7.0,8.0,5.5,7.5,6.0,6.0,5.5,5.5,8.0,5.5,8.0,5.5,5.0,7.0,5.5,7.0,8.5,8.0,7.0,6.0,6.5,6.0,6.0,6.5,5.5,6.5,1
1,1,1,6.0,8.0,5.0,7.5,6.5,6.5,5.5,5.5,7.5,6.0,8.0,6.0,5.0,7.5,7.0,6.5,5.5,6.5,6.0,4.0,7.5,6.0,5.5,7.0,6.0,6.0,4.5,6.0,5.5,5.5,5.0,6.0,6.5,1
1,1,0,6.0,7.0,6.0,8.0,6.0,7.0,6.5,6.5,7.5,6.5,9.0,7.0,7.0,8.0,7.5,8.5,5.5,6.0,8.5,6.5,8.5,6.5,8.0,6.0,8.5,8.0,7.5,8.5,8.0,9.0,8.5,9.0,7.5,1
1,1,0,5.5,7.0,6.5,7.0,6.0,5.5,5.5,6.0,7.5,7.5,7.5,5.5,5.5,7.5,6.0,7.0,4.5,6.5,5.5,5.5,2.5,5.0,6.0,6.5,7.0,6.0,6.0,7.5,5.5,6.5,5.0,6.0,7.5,0
1,1,0,5.0,8.0,6.5,7.5,6.5,6.5,6.0,6.5,6.5,6.0,6.5,6.5,5.0,7.5,7.5,6.5,5.5,6.5,6.0,5.0,6.5,6.5,7.5,6.5,8.0,7.5,6.5,7.5,6.0,8.5,6.5,9.0,6.0,1
1,1,1,5.0,7.5,5.0,5.5,5.5,5.99,5.99,6.5,6.0,5.99,5.5,5.5,5.99,6.5,6.0,6.0,6.5,5.5,5.5,5.0,6.5,6.0,5.5,5.5,6.0,5.5,5.5,5.5,7.5,5.99,6.5,6.5,5.99,0
1,0,0,6.5,8.5,6.5,7.0,9.0,6.0,6.0,5.5,7.0,6.0,6.0,6.0,5.0,5.5,7.0,7.5,6.0,7.5,5.5,5.0,7.5,5.0,6.0,7.0,7.5,4.0,4.0,2.0,5.5,5.0,0.0,3.5,2.5,0
1,1,1,8.0,9.0,6.5,7.5,6.0,6.5,6.5,7.5,8.5,6.0,7.5,7.0,6.0,7.5,8.0,7.5,5.5,7.5,6.0,5.0,6.5,5.0,7.5,5.0,6.5,8.0,6.5,7.0,7.0,5.0,6.5,5.0,8.5,1
1,1,0,5.5,9.0,5.5,7.5,8.0,6.0,7.5,6.0,6.0,6.5,7.5,7.5,6.5,6.5,6.0,7.5,8.0,9.5,7.0,6.5,8.5,6.0,6.0,6.5,6.5,8.0,8.5,7.5,8.0,6.0,8.0,6.5,9.0,1
1,0,0,7.0,7.0,7.0,5.5,6.5,5.0,5.0,5.0,7.0,6.0,5.0,6.0,5.5,5.0,8.5,7.5,6.0,8.0,6.0,5.0,6.0,5.0,8.0,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,7.0,8.0,1
0,1,1,6.5,8.5,6.0,8.5,5.5,6.0,6.0,8.0,6.0,6.5,7.0,5.0,6.5,7.5,6.5,8.5,7.0,7.5,7.0,5.5,7.0,7.5,7.0,7.5,6.5,7.41,8.0,8.5,7.5,8.0,8.0,8.5,9.0,1
1,1,0,7.0,3.5,5.5,8.5,6.0,6.5,5.0,7.5,5.0,7.5,7.5,5.0,5.0,6.5,5.0,8.5,6.0,7.0,6.0,8.5,6.0,5.5,6.5,7.0,6.5,6.2,3.0,7.5,7.0,5.5,5.5,6.5,8.5,1
1,1,1,7.0,7.5,6.0,7.5,8.0,8.0,6.0,9.0,7.0,9.0,8.0,8.0,7.5,6.0,7.5,7.5,6.5,6.0,9.0,7.5,7.5,7.0,7.0,6.0,9.0,7.5,8.5,8.5,7.5,8.0,8.0,9.0,7.5,1
1,0,1,6.0,8.5,5.0,8.0,7.0,5.0,5.5,7.5,10.0,6.0,7.5,6.5,8.0,8.0,8.5,8.0,5.0,8.5,8.0,6.5,7.5,6.5,7.5,6.0,8.5,7.0,8.5,6.0,8.0,6.5,7.5,6.5,8.5,1
1,1,1,6.0,8.0,7.5,8.0,7.5,7.5,5.0,6.5,7.0,7.0,7.0,7.5,6.0,7.5,8.5,7.5,6.5,7.0,7.0,6.0,7.5,5.5,8.5,7.0,8.5,7.5,6.5,9.0,6.5,8.5,7.0,8.5,7.5,1
0,1,1,7.5,7.5,6.5,9.0,7.0,7.5,5.5,8.0,8.0,8.5,9.0,7.5,6.0,7.0,8.0,7.5,5.5,6.0,6.0,6.5,8.0,6.0,7.0,6.0,8.5,5.0,6.5,8.5,6.5,8.0,7.5,9.0,6.0,1
1,1,0,6.5,7.5,5.0,8.0,6.5,6.0,5.5,6.5,9.5,6.0,7.5,6.0,5.5,6.5,8.0,7.5,8.0,8.5,5.0,5.5,7.0,6.0,7.0,5.0,7.5,7.0,7.0,6.0,9.0,6.5,6.5,5.5,9.0,1
1,1,1,5.5,8.5,5.5,7.0,6.5,6.0,5.0,6.5,6.0,7.5,7.0,5.5,5.5,7.5,7.0,6.5,5.0,7.0,5.5,5.5,5.5,6.5,5.5,7.0,6.0,7.03,8.0,7.0,5.5,7.5,9.0,9.0,8.5,1
1,0,0,6.0,8.0,8.0,6.5,9.5,8.0,5.5,6.0,9.0,7.0,6.5,5.5,6.5,6.0,8.5,8.0,6.5,9.5,6.0,6.5,7.0,6.0,5.5,9.0,8.0,5.5,7.5,7.0,6.0,6.0,7.5,6.5,8.5,1
1,1,0,6.5,8.0,5.0,9.5,6.5,5.5,5.0,7.0,7.0,7.5,6.5,6.0,5.5,6.0,8.5,7.5,5.0,8.0,5.0,7.5,8.5,6.5,7.5,8.0,7.0,7.13,6.0,7.5,8.5,7.0,5.5,8.5,9.0,1
1,1,0,5.5,8.5,6.0,6.5,7.0,5.5,5.0,6.0,6.5,8.0,7.5,5.5,6.0,7.5,6.0,7.0,6.5,6.5,7.0,5.5,6.0,5.0,7.5,6.5,8.0,7.0,6.5,8.0,5.5,8.0,6.5,6.5,6.5,1
1,1,0,6.0,7.5,6.0,7.5,6.0,6.0,5.0,5.5,7.0,7.0,5.5,6.0,6.0,6.0,8.5,7.5,5.0,6.0,6.0,5.5,7.5,5.0,6.0,6.0,7.5,7.0,6.5,8.0,5.5,6.5,6.0,7.0,7.5,1
1,1,0,8.0,7.5,6.0,7.0,7.0,8.0,8.0,8.0,7.5,8.0,6.0,6.5,5.0,7.0,8.0,6.0,7.0,7.5,7.5,6.5,6.0,6.5,8.0,7.5,7.0,7.22,8.5,7.0,5.0,8.0,8.0,7.0,6.5,1
1,0,0,5.0,5.9,7.0,7.0,7.5,5.5,5.9,5.5,5.0,5.0,5.0,5.0,5.5,6.0,7.5,5.0,6.0,6.0,5.9,6.5,5.9,5.5,6.0,6.5,6.0,6.5,5.9,7.0,7.0,9.5,5.5,8.5,5.5,0
1,0,1,9.0,5.0,7.0,8.0,6.5,7.5,6.0,0.0,6.74,7.0,6.5,6.0,6.0,6.0,5.0,7.0,8.0,7.0,5.5,6.0,8.5,5.0,6.45,6.74,7.0,8.0,7.0,5.0,7.5,6.74,7.0,7.0,5.0,1
1,0,1,6.0,9.0,6.5,6.0,7.5,5.0,5.0,6.0,7.5,6.0,6.5,6.5,5.5,6.5,6.0,7.5,5.5,9.5,5.5,5.0,7.0,5.0,6.0,8.5,8.0,6.0,6.0,6.5,5.5,6.0,7.0,5.5,9.0,1
1,0,1,7.5,8.0,6.5,8.0,8.5,7.0,7.0,6.5,7.5,5.5,7.0,7.5,7.5,7.5,7.0,9.0,5.5,7.5,9.0,7.5,7.5,7.0,7.0,8.0,8.5,7.5,8.0,7.0,7.5,7.0,8.0,6.0,8.0,1
1,1,1,7.0,7.0,5.5,7.0,6.0,6.0,6.0,6.0,8.0,6.0,7.5,6.5,6.0,7.5,7.5,7.5,6.0,9.0,6.0,6.5,5.5,5.0,8.5,7.0,8.0,7.0,7.5,6.0,6.5,5.5,8.5,5.0,8.5,1
1,1,1,7.5,8.5,7.0,6.0,6.5,7.5,6.0,6.5,9.0,6.5,6.0,6.5,7.0,6.5,8.5,6.5,7.0,7.5,5.5,5.0,7.0,5.5,7.0,7.0,6.5,5.0,6.5,7.0,6.0,7.0,6.5,5.0,7.0,1
0,1,0,5.5,7.0,6.0,8.0,6.5,5.0,5.0,5.5,8.0,8.5,7.5,5.0,6.0,8.0,8.0,8.0,5.0,5.5,6.5,6.0,6.5,6.5,7.5,5.5,9.0,7.0,7.0,8.0,6.0,8.0,6.0,7.5,6.5,1
1,1,0,6.5,8.0,7.0,5.0,9.5,7.5,5.5,5.0,7.5,6.0,6.0,5.5,5.5,5.5,5.5,7.5,6.0,8.0,5.0,6.0,6.5,5.0,5.0,7.0,8.0,5.5,6.5,7.5,5.0,6.0,6.5,5.5,5.5,1
1,1,0,5.0,6.17,6.5,6.0,8.0,5.5,6.17,5.5,5.5,5.5,5.5,6.5,7.5,6.0,7.5,8.5,7.5,6.0,6.17,5.0,6.17,7.5,7.0,6.5,5.5,5.0,6.17,9.0,6.0,7.5,6.0,8.5,6.0,1
0,1,0,6.5,6.5,5.5,7.5,7.0,6.5,7.0,6.5,6.5,6.5,6.5,5.5,6.0,7.0,7.5,5.5,6.0,8.0,6.0,7.5,7.5,7.5,7.0,8.0,8.0,7.14,6.5,9.0,6.5,8.0,7.5,8.5,7.0,1
0,1,0,6.0,9.0,6.0,7.5,6.0,7.0,5.0,8.0,8.0,6.5,8.5,8.5,6.5,7.5,9.0,8.0,6.5,9.5,8.5,8.0,6.0,8.5,8.0,7.0,8.0,7.0,7.5,5.5,6.0,7.5,8.0,5.5,8.5,1
1,0,0,5.0,6.23,5.0,7.0,8.0,5.5,6.23,6.0,5.5,7.0,6.5,6.0,8.5,6.5,6.0,6.0,8.5,5.0,6.23,6.0,6.23,7.0,7.5,6.5,7.0,5.0,6.23,8.5,6.5,8.0,5.5,8.0,6.0,1
1,1,0,5.5,7.5,5.5,7.5,6.0,6.0,5.5,6.0,6.5,5.5,3.0,5.0,4.5,7.0,4.5,6.5,6.5,7.5,5.5,5.0,6.0,5.5,7.0,7.5,6.5,5.57,2.5,6.0,5.0,7.0,6.0,8.5,3.0,0
1,1,0,8.0,8.5,7.0,8.0,8.5,9.0,7.5,6.5,8.5,6.0,9.0,7.0,7.0,7.5,8.0,7.5,8.0,8.0,7.5,7.5,7.0,8.0,7.0,7.5,7.0,7.0,7.0,8.0,7.0,6.0,6.5,6.5,6.0,1
1,1,0,7.0,8.5,5.5,7.0,6.0,5.5,5.5,6.0,7.5,6.0,8.0,5.5,6.0,7.5,7.0,6.0,6.5,8.5,5.0,5.5,6.0,6.0,6.0,7.0,7.0,6.5,6.0,5.0,5.0,5.5,6.0,5.5,8.5,1
1,1,0,7.0,6.5,6.0,7.5,6.5,7.0,6.0,5.5,7.0,8.5,6.0,7.0,5.5,7.5,5.5,8.0,5.5,5.0,5.5,6.5,7.5,5.5,7.5,5.0,7.0,7.0,6.0,7.5,6.0,8.0,5.5,7.5,5.5,1
1,1,1,6.5,7.0,6.0,8.5,7.0,6.5,7.0,5.5,8.5,9.5,8.5,6.5,6.5,5.5,5.5,9.0,6.0,8.0,6.5,6.0,8.0,7.0,8.0,8.0,7.5,7.0,7.0,9.0,6.5,8.5,7.0,9.0,7.0,1
1,0,0,6.0,6.5,0.0,5.5,6.0,0.0,5.5,8.0,8.0,6.0,5.5,8.0,7.0,5.0,8.0,8.0,5.5,7.5,7.0,6.0,7.5,6.5,7.0,6.5,7.5,7.5,3.0,0.0,6.0,4.0,0.0,0.5,2.5,0
1,0,0,5.5,7.0,6.0,7.5,6.5,6.5,4.0,6.5,6.5,6.0,6.5,7.0,5.5,7.0,6.0,7.0,6.5,8.0,5.5,7.0,6.0,6.5,6.5,8.0,7.5,6.41,6.0,7.0,6.5,7.0,7.0,7.0,2.5,0
1,0,1,5.0,8.0,5.5,7.0,5.0,5.0,5.0,6.0,6.0,5.5,8.0,5.5,6.0,6.0,6.5,8.5,6.0,7.5,7.0,5.0,7.5,6.5,5.5,7.5,7.0,1.5,2.5,0.0,7.0,6.0,0.0,6.5,0.0,0
1,0,0,5.0,6.08,6.5,7.5,8.0,6.5,6.08,5.5,5.0,7.0,6.5,5.5,7.5,7.0,5.0,5.5,7.5,5.0,6.08,6.5,6.08,5.0,6.5,5.5,6.5,6.5,6.08,8.0,6.5,7.5,6.0,10.0,6.5,1
1,1,1,6.5,7.0,6.5,8.0,6.0,5.5,5.5,7.0,7.0,6.5,7.0,5.0,5.5,6.0,7.5,8.0,5.0,8.0,5.5,7.5,7.5,7.0,6.5,8.0,6.0,6.85,7.0,7.0,8.5,8.0,6.0,8.5,8.5,1
1,1,1,6.0,8.0,7.5,7.0,8.0,7.5,5.0,6.5,6.5,6.5,7.5,5.0,5.0,6.0,7.0,8.0,5.0,9.0,5.0,6.0,7.5,6.0,7.5,9.0,7.5,7.5,7.0,7.5,8.5,6.5,7.5,5.0,9.5,1
1,0,0,8.0,8.5,6.5,4.5,8.0,7.5,3.0,0.0,6.65,6.0,6.0,5.0,5.5,5.5,2.5,6.0,6.5,7.0,4.5,6.0,0.0,6.5,6.6,6.65,7.0,7.5,6.5,5.0,6.5,6.65,6.5,7.0,5.0,1
1,0,0,5.0,8.0,5.5,8.0,5.5,6.5,7.0,6.0,8.0,6.0,8.0,6.0,6.0,7.0,0.5,7.5,6.0,8.0,5.0,8.0,7.0,7.0,6.5,8.0,8.0,5.67,5.0,3.0,3.0,7.0,4.5,7.5,8.0,0
1,1,1,7.0,9.0,6.0,7.5,8.0,5.5,6.0,7.5,8.0,6.0,7.0,6.0,6.5,8.5,8.0,8.0,6.0,8.0,7.0,6.5,7.0,5.5,7.0,7.5,7.5,6.5,7.0,5.0,6.0,6.0,7.0,5.5,8.5,1
1,0,0,7.5,7.58,7.5,7.58,7.0,7.5,8.0,9.0,7.58,6.5,7.5,7.0,10.0,9.0,9.0,8.0,9.5,7.5,9.5,7.0,7.5,7.0,8.5,6.5,7.0,8.0,9.0,8.5,9.0,9.5,8.0,8.0,9.0,1
1,1,1,5.0,7.5,7.0,6.0,5.5,6.24,6.24,6.0,6.0,6.24,6.0,6.5,6.24,6.0,7.0,5.5,7.0,6.0,5.0,5.5,6.0,5.0,6.0,6.5,7.0,6.0,6.0,6.0,8.0,6.24,6.0,8.0,6.24,1
1,0,1,6.5,6.54,7.0,6.54,5.5,6.0,7.0,6.5,6.54,5.5,5.5,6.0,8.5,6.5,9.0,7.5,6.5,6.5,8.5,5.5,6.0,5.5,6.5,6.0,6.0,7.0,6.5,8.0,8.0,9.0,8.0,7.5,9.0,1
1,1,0,7.5,9.5,7.0,7.0,6.0,7.0,6.0,6.5,8.0,5.5,5.5,5.0,5.0,6.0,6.5,8.5,5.5,8.0,5.0,7.0,7.0,6.5,6.0,7.0,8.0,7.0,7.5,7.0,5.5,6.0,6.5,7.5,8.5,1
1,1,0,5.0,6.71,7.5,8.0,8.5,7.0,6.71,6.0,6.5,6.5,7.0,6.0,6.0,5.5,8.0,6.5,9.0,5.0,6.71,7.5,6.71,7.5,7.5,7.5,6.0,6.5,6.71,8.0,8.0,8.0,6.0,8.0,7.0,1
0,1,1,6.0,8.5,6.0,7.0,5.5,6.0,6.5,6.0,8.0,7.5,6.0,6.0,6.0,8.0,5.5,6.0,6.5,7.0,5.0,7.0,3.0,6.5,6.0,7.0,6.0,6.04,6.0,0.0,7.0,5.5,5.0,6.5,8.5,1
1,1,0,7.0,8.0,5.5,5.5,5.5,6.0,6.0,5.0,7.0,6.5,7.0,6.5,6.0,6.5,8.5,5.5,5.5,8.0,5.0,5.5,6.0,7.5,7.0,5.5,6.5,6.0,5.5,6.0,6.5,6.5,5.0,5.0,8.0,1
0,1,0,8.5,9.0,6.0,6.5,5.0,7.0,6.0,7.5,10.0,5.5,7.0,5.5,6.0,8.0,9.0,6.0,7.5,7.5,6.5,5.0,6.5,6.0,8.0,6.0,8.0,7.5,8.0,7.5,6.5,5.5,7.5,7.0,9.0,1
1,1,0,7.0,8.0,5.5,8.0,6.5,5.0,5.5,7.0,6.0,7.0,7.0,5.5,6.0,8.0,7.0,8.0,5.0,7.0,7.0,7.0,5.5,6.5,7.5,7.0,8.0,6.73,5.0,8.0,6.0,8.0,5.5,6.0,8.5,1
1,0,1,7.0,7.5,6.5,8.5,7.5,8.0,6.5,8.0,9.0,8.5,7.5,8.0,6.0,6.0,7.5,7.0,7.0,7.5,8.0,5.0,7.5,6.0,8.5,7.5,8.5,8.0,7.5,8.5,6.0,8.5,8.0,8.5,7.5,1
1,0,0,6.0,8.0,5.0,7.5,6.5,6.0,5.5,7.5,8.0,6.0,6.5,7.5,6.0,7.5,8.0,6.5,6.0,7.0,5.0,5.0,6.0,8.5,7.0,0.0,8.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,1.5,0
1,1,0,7.0,8.5,7.0,6.5,5.5,7.0,6.0,7.5,7.5,6.0,6.0,5.5,6.0,6.5,7.5,8.5,6.0,8.0,7.0,7.5,7.5,6.5,6.5,7.5,8.5,7.5,8.0,6.5,7.0,6.5,8.5,5.0,9.0,1
1,0,0,6.0,7.5,6.5,7.0,5.0,7.0,7.0,7.5,8.0,5.0,7.0,5.0,0.0,7.0,7.5,3.0,6.5,8.5,6.5,5.0,5.5,6.5,7.0,8.5,7.0,6.26,6.0,8.0,7.5,6.5,6.0,7.5,8.5,1
1,0,0,9.0,9.0,7.0,6.0,6.5,6.5,5.0,0.0,6.74,7.0,5.0,6.0,5.5,5.5,6.0,6.5,6.5,7.0,8.0,5.5,7.0,6.5,7.15,6.74,7.0,7.0,7.0,6.0,8.0,6.74,7.0,8.0,5.0,1
1,1,1,5.5,7.5,4.5,6.0,5.5,6.0,6.0,6.5,8.0,6.0,6.0,5.5,1.0,7.0,8.0,6.0,5.5,7.5,5.0,5.0,5.5,5.5,7.0,6.0,7.5,6.0,6.5,6.5,6.0,5.5,5.5,5.5,5.5,1
0,0,1,6.0,8.0,9.5,7.0,9.0,8.0,8.5,7.5,7.5,6.5,8.0,7.0,7.0,6.5,8.5,8.0,6.0,8.0,7.5,7.0,7.5,8.0,6.5,8.0,8.0,8.13,8.0,9.0,8.0,8.0,8.0,9.0,9.5,1
1,1,0,6.5,8.0,5.5,5.0,5.5,6.0,5.0,6.0,6.5,5.0,5.0,5.0,5.0,7.0,7.5,7.5,5.5,7.5,4.5,4.0,6.5,5.0,6.0,6.5,7.5,6.0,4.0,5.5,4.5,3.5,6.5,5.5,8.5,1
1,0,1,7.5,5.5,6.0,8.5,6.5,5.5,5.0,7.0,7.5,5.5,7.5,6.5,7.0,8.0,8.5,7.5,7.0,8.5,5.0,5.5,8.0,6.0,7.5,5.5,8.5,7.5,7.0,7.5,8.0,8.0,7.0,7.0,8.5,1
1,1,0,5.5,8.5,6.0,6.5,6.5,5.5,6.5,7.0,8.5,6.5,7.0,5.5,5.5,7.5,7.5,7.0,6.0,8.0,5.0,5.0,7.0,5.5,6.0,6.5,7.5,6.0,6.0,5.5,5.0,5.5,7.5,5.0,8.5,1
1,1,0,9.5,9.0,5.0,8.0,9.5,7.0,6.0,9.5,9.0,6.5,8.5,6.5,7.5,9.0,7.5,7.5,8.5,7.5,7.5,7.5,7.0,7.0,8.0,8.5,7.5,8.0,8.0,5.0,5.5,7.5,7.0,6.0,5.5,1
1,0,1,6.0,9.5,8.5,8.5,8.5,8.0,5.5,7.0,9.0,6.0,8.0,6.0,5.0,7.0,10.0,9.5,6.0,9.0,5.5,7.0,9.0,7.5,7.5,9.5,7.5,7.5,7.0,7.0,9.5,6.5,6.5,6.5,10.0,1
1,1,1,8.0,8.5,5.0,6.0,7.5,7.5,6.5,8.0,7.5,6.0,6.5,8.5,7.0,8.5,9.0,7.0,7.5,8.5,8.5,6.0,7.0,7.5,7.0,7.0,8.0,8.0,9.0,6.5,8.0,6.5,8.5,6.5,7.0,1
1,0,0,5.0,5.83,7.5,5.5,7.0,5.0,5.83,6.5,5.5,6.0,6.5,5.0,6.5,5.5,8.0,5.0,6.5,6.0,5.83,6.5,5.83,7.5,6.0,5.5,6.5,5.5,5.83,7.0,6.0,7.5,5.0,8.0,5.5,0
1,0,0,5.0,6.0,5.5,7.5,7.0,5.5,6.0,7.5,8.0,6.5,7.0,8.0,7.5,7.5,8.5,8.5,7.0,8.5,6.5,5.0,8.0,7.5,7.0,8.0,9.0,7.5,7.5,6.0,7.0,6.5,6.0,6.0,9.0,1
1,1,0,6.5,8.0,6.5,5.5,9.0,5.5,7.0,5.5,8.0,5.5,6.0,8.0,7.0,5.5,6.5,7.0,6.0,9.5,6.0,6.0,7.0,7.5,5.5,9.0,7.5,7.5,7.5,5.0,6.5,7.5,7.5,5.5,5.5,1
1,0,0,7.5,7.5,6.5,7.5,6.5,7.0,6.5,8.5,7.0,7.0,7.0,7.0,6.0,6.5,6.0,7.5,7.0,6.0,7.0,6.0,6.0,8.0,8.0,6.0,8.0,8.0,7.0,8.5,6.5,9.0,7.0,9.0,7.5,1
1,1,0,5.0,5.92,6.5,7.5,6.5,6.0,5.92,5.0,6.0,6.0,6.5,5.0,7.5,5.0,6.5,6.0,6.5,5.0,5.92,8.0,5.92,6.5,5.5,5.0,6.0,5.0,5.92,8.5,7.0,8.0,5.0,9.0,6.0,0
1,0,0,6.0,7.0,6.5,8.5,7.0,8.0,5.0,8.0,6.5,7.5,9.0,8.0,6.0,7.5,8.0,8.5,5.5,8.0,7.0,5.5,8.0,5.0,7.0,8.0,7.0,7.0,5.0,9.0,8.0,8.5,8.0,8.0,7.5,1
0,1,1,6.0,8.0,2.5,8.5,6.0,6.0,5.0,7.5,8.5,6.5,8.5,5.0,6.0,7.0,6.5,9.0,5.5,6.5,7.0,6.5,7.0,6.5,7.5,6.5,7.0,6.58,3.5,7.5,7.5,8.5,6.0,7.0,8.0,1
0,1,1,7.0,7.5,6.5,8.0,6.5,6.5,5.5,8.5,7.5,6.5,9.0,6.5,6.0,7.0,5.5,8.0,7.0,5.5,8.0,7.5,7.5,6.5,8.0,5.5,8.5,7.5,8.0,9.5,7.5,8.5,7.5,8.0,7.5,1
1,1,1,7.0,7.5,5.5,8.5,6.0,6.0,5.0,7.0,6.5,6.0,7.0,5.5,5.0,6.5,7.5,7.5,5.0,7.0,5.0,7.5,6.0,6.5,7.5,7.0,7.5,6.9,7.0,7.0,6.5,7.5,7.0,8.5,8.5,1
1,1,0,7.5,7.0,6.0,8.5,7.0,5.5,5.5,6.5,0.0,7.0,6.5,6.5,5.5,6.5,7.0,7.0,5.5,7.5,6.0,7.0,7.0,7.0,7.5,7.5,6.0,6.5,5.5,8.0,7.5,7.0,5.0,7.5,9.0,1
