age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,absences,G1,G2,sex,health,Probability
15,2,3,4,1,2,yes,no,no,no,yes,yes,yes,yes,4,1,2,1,4,21,16,11,0,0,1
17,4,4,2,2,0,no,yes,no,no,yes,no,yes,no,2,3,3,1,2,8,14,17,0,0,1
20,1,3,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,1,2,2,1,12,15,0,0,1
17,1,2,4,2,0,no,no,no,no,no,yes,yes,no,4,2,3,2,1,2,15,19,0,0,1
18,3,2,3,4,1,no,no,no,yes,yes,no,yes,no,2,1,3,3,4,2,16,13,0,0,1
15,2,2,4,3,2,no,no,no,no,yes,yes,yes,yes,3,5,2,3,4,5,14,11,0,0,1
17,3,4,2,1,0,no,no,yes,no,yes,yes,yes,yes,2,3,3,4,2,5,18,16,0,0,1
18,4,4,2,4,0,yes,no,no,yes,no,yes,yes,no,2,3,4,4,1,10,15,10,0,0,1
17,3,1,2,4,0,yes,no,no,no,yes,yes,yes,no,3,4,2,1,3,30,13,13,0,0,1
17,3,3,1,1,0,no,no,yes,no,yes,yes,no,yes,4,1,2,1,1,8,13,13,0,0,1
19,2,2,2,4,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,4,14,11,16,0,0,1
19,4,3,1,3,0,no,yes,no,yes,yes,yes,no,yes,5,4,1,1,5,20,15,17,0,0,1
17,2,3,1,1,0,no,yes,yes,no,yes,no,yes,no,2,4,5,1,4,30,18,18,0,0,1
15,2,2,2,2,0,no,no,yes,no,no,yes,no,no,4,1,5,1,3,4,12,18,0,0,1
17,1,2,1,1,0,no,yes,no,yes,yes,yes,no,no,3,1,5,1,5,5,14,18,0,0,1
20,3,3,1,2,0,yes,no,no,yes,no,yes,yes,yes,1,2,2,1,1,1,14,12,0,0,1
15,4,3,3,3,0,yes,no,no,yes,yes,yes,yes,yes,3,4,1,2,4,20,19,12,0,0,1
18,0,2,3,2,0,yes,yes,no,no,yes,yes,yes,no,4,2,5,3,4,10,17,18,0,0,1
16,3,3,4,3,2,no,no,yes,no,no,no,no,yes,2,1,4,1,2,20,12,18,0,0,1
15,3,4,3,3,0,no,yes,no,yes,yes,no,no,yes,3,2,2,1,1,32,12,17,0,0,1
15,0,4,4,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,5,1,4,2,17,16,0,0,1
15,0,3,1,1,2,yes,yes,no,yes,yes,no,yes,yes,3,4,3,2,1,3,16,12,0,0,1
19,4,1,4,1,2,no,yes,yes,no,yes,yes,yes,no,1,4,5,1,3,5,14,12,0,0,1
20,3,4,3,1,1,yes,yes,no,no,no,no,yes,yes,4,5,5,4,4,5,10,19,0,0,1
17,0,2,3,4,1,yes,no,yes,no,no,yes,no,yes,3,1,1,2,4,10,13,10,0,0,1
19,0,3,2,4,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,10,19,13,0,0,1
17,1,3,2,1,0,no,yes,no,no,no,yes,no,no,2,2,5,4,5,4,17,11,0,0,1
18,2,2,2,3,2,no,yes,yes,no,no,yes,yes,yes,2,3,2,2,3,7,10,11,0,0,1
19,0,3,4,2,2,no,yes,yes,no,yes,yes,yes,no,5,1,4,1,2,10,14,11,0,0,1
18,3,1,2,1,2,yes,no,yes,no,yes,no,yes,yes,3,3,1,2,1,6,16,17,0,0,1
15,2,1,4,4,0,no,no,no,no,yes,yes,no,yes,1,1,2,4,2,4,12,11,0,0,1
18,0,2,2,1,2,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,10,12,19,0,0,1
18,1,2,4,1,0,no,no,no,yes,yes,no,yes,yes,5,1,2,3,5,12,15,19,0,0,1
18,2,2,3,4,1,yes,no,yes,yes,no,yes,yes,no,5,4,2,1,1,32,10,12,0,0,1
15,1,3,3,4,0,no,no,yes,no,no,no,no,no,4,5,2,2,4,14,11,18,0,0,1
15,4,3,3,2,0,no,yes,no,yes,no,yes,no,no,3,1,1,4,5,5,11,13,0,0,1
18,4,1,2,1,0,no,no,no,yes,yes,no,yes,yes,4,4,5,2,1,30,16,15,0,0,1
15,1,4,1,3,0,no,no,yes,yes,yes,no,yes,yes,4,3,1,2,4,3,11,13,0,0,1
15,4,3,2,4,2,no,yes,no,yes,yes,no,yes,yes,4,4,5,3,2,21,15,18,0,0,1
15,3,3,2,4,0,no,yes,no,no,no,yes,no,no,2,5,3,4,4,32,13,17,0,0,1
16,3,1,1,4,0,no,no,no,no,yes,no,yes,yes,1,3,1,3,1,6,16,13,0,0,1
19,2,2,4,3,0,no,yes,no,yes,no,yes,yes,no,1,4,2,3,4,6,10,12,0,0,1
16,1,4,4,4,2,yes,yes,no,no,no,yes,yes,yes,4,4,4,2,3,24,14,19,0,0,1
