age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,absences,G1,G2,sex,health,Probability
19,2,3,1,2,2,no,yes,no,yes,yes,yes,no,yes,1,1,2,2,3,17,12,11,0,0,0
15,4,1,1,1,0,yes,yes,no,no,no,yes,yes,yes,1,1,3,1,3,4,9,0,0,0,0
17,4,1,2,3,0,yes,no,yes,no,yes,yes,yes,no,3,3,3,1,3,56,12,11,0,0,0
19,2,3,2,3,2,yes,yes,yes,yes,yes,yes,yes,no,3,5,5,3,4,3,13,12,0,0,0
17,4,3,1,2,0,yes,yes,yes,no,yes,no,yes,yes,2,2,3,1,1,0,7,10,0,0,0
19,3,2,1,2,1,no,no,no,no,yes,no,yes,yes,3,4,3,2,1,1,0,10,0,0,0
17,2,2,1,3,0,no,no,no,yes,no,no,no,no,4,2,3,2,1,1,11,0,0,0,0
16,2,2,3,4,3,yes,yes,no,yes,yes,yes,yes,yes,1,2,3,1,2,0,12,10,0,0,0
16,4,4,1,1,0,yes,yes,no,no,yes,yes,no,no,2,5,5,1,4,22,11,6,0,0,0
16,2,3,3,4,0,yes,yes,no,no,yes,yes,no,yes,2,4,2,2,3,8,10,12,0,0,0
17,2,3,1,1,1,no,no,no,no,no,yes,yes,yes,4,2,2,3,2,18,10,12,0,0,0
17,3,3,1,3,0,no,no,no,no,yes,no,yes,no,5,4,2,2,2,56,7,6,0,0,0
20,3,4,2,4,2,no,yes,no,no,yes,yes,no,no,5,5,3,3,1,8,7,6,0,0,0
15,3,2,1,4,2,yes,yes,no,no,no,yes,yes,yes,3,1,4,4,1,4,10,8,0,0,0
20,3,2,2,1,1,yes,no,no,yes,yes,no,yes,no,3,1,5,4,1,6,10,6,0,0,0
16,1,1,3,2,1,no,no,no,no,yes,yes,yes,yes,3,3,1,2,1,1,13,0,0,0,0
20,2,2,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,3,4,2,10,5,0,0,0,0
17,2,2,2,3,0,yes,no,yes,yes,yes,no,no,no,4,5,1,3,4,26,0,7,0,0,0
18,1,3,2,1,0,no,no,no,yes,no,yes,no,yes,2,3,3,1,3,0,10,5,0,0,0
16,1,3,1,3,0,no,yes,no,yes,yes,no,no,no,3,3,2,4,4,5,10,9,0,0,0
17,4,2,3,4,1,no,no,no,yes,yes,no,yes,no,3,1,1,3,3,12,5,7,0,0,0
17,2,1,2,2,0,yes,no,yes,no,yes,yes,yes,no,3,3,1,4,1,5,5,6,0,0,0
16,4,2,1,3,1,yes,no,yes,yes,yes,yes,yes,yes,2,2,1,2,3,4,11,9,0,0,0
19,2,3,3,4,2,yes,yes,no,yes,yes,yes,yes,no,3,4,3,2,3,8,13,5,0,0,0
19,1,1,1,4,0,yes,yes,yes,yes,yes,yes,no,no,4,3,1,4,1,4,7,10,0,0,0
20,3,1,2,3,1,no,yes,no,no,yes,yes,yes,no,3,4,1,4,3,0,12,5,0,0,0
16,2,1,3,2,0,yes,no,no,yes,yes,no,yes,no,3,5,2,4,3,56,11,9,0,0,0
20,1,3,3,1,0,yes,no,no,no,yes,no,yes,yes,3,2,5,4,1,3,10,5,0,0,0
19,1,4,1,3,2,yes,no,no,no,no,no,no,no,4,3,4,3,2,8,9,9,0,0,0
16,3,1,3,4,0,yes,no,no,no,no,yes,no,yes,5,5,1,1,4,40,7,10,0,0,0
20,2,1,2,1,3,no,yes,no,yes,yes,yes,yes,yes,2,1,2,1,2,18,11,8,0,0,0
15,3,2,3,1,2,no,no,yes,no,yes,yes,yes,no,3,1,2,4,4,25,5,5,0,0,0
17,3,1,1,2,1,yes,no,yes,yes,yes,yes,no,yes,3,4,2,1,4,4,11,5,0,0,0
17,4,3,1,4,2,no,yes,yes,no,yes,yes,yes,yes,3,2,2,1,1,25,11,11,0,0,0
17,2,3,3,3,1,no,no,no,no,no,yes,no,no,3,4,5,1,3,6,5,5,0,0,0
17,2,2,2,2,1,no,no,yes,yes,yes,yes,no,no,1,3,4,4,1,1,5,12,0,0,0
18,1,2,3,1,0,no,no,no,yes,yes,yes,no,no,3,1,2,1,1,1,8,10,0,0,0
16,2,3,1,3,0,no,no,yes,no,no,yes,yes,no,1,3,3,1,3,3,8,10,0,0,0
18,4,1,1,3,0,no,yes,no,no,yes,no,yes,no,5,5,5,1,1,5,9,12,0,0,0
20,2,3,1,4,0,yes,no,yes,yes,yes,no,no,no,4,3,2,1,1,10,11,8,0,0,0
17,2,3,2,4,0,yes,no,yes,yes,no,yes,no,yes,4,2,5,2,2,3,6,12,0,0,0
19,4,1,2,2,0,no,no,no,yes,yes,no,yes,yes,3,4,5,1,1,10,9,7,0,0,0
20,2,2,3,2,1,no,yes,no,no,no,yes,no,no,3,4,2,1,4,2,10,12,0,0,0
17,3,1,1,1,1,no,yes,no,yes,no,yes,yes,no,1,5,3,1,2,4,0,10,0,0,0
17,2,1,2,2,0,no,no,yes,no,no,yes,yes,yes,3,3,2,2,4,16,11,8,0,0,0
15,3,4,2,2,2,no,no,no,yes,yes,yes,yes,yes,3,5,1,4,4,4,12,5,0,0,0
17,3,2,1,3,3,no,yes,no,no,yes,yes,yes,yes,2,4,2,2,2,25,8,12,0,0,0
15,3,1,1,1,3,yes,no,yes,yes,yes,yes,yes,yes,3,4,2,2,3,24,9,7,0,0,0
17,1,3,3,2,1,yes,no,no,yes,yes,yes,yes,no,3,2,4,2,4,26,0,8,0,0,0
20,2,2,2,1,0,no,no,no,no,yes,yes,no,no,1,4,2,1,3,26,13,12,0,0,0
18,1,2,1,3,3,no,yes,no,no,no,yes,yes,no,4,2,1,3,3,3,8,0,0,0,0
17,2,4,2,2,3,no,yes,no,yes,no,yes,no,no,2,5,3,2,4,8,9,0,0,0,0
19,1,1,1,3,0,yes,yes,no,no,yes,yes,no,yes,2,5,2,1,2,6,7,7,0,0,0
15,2,3,3,2,0,yes,yes,yes,no,yes,yes,no,no,5,2,3,3,2,1,9,7,0,0,0
20,1,1,2,1,0,no,yes,no,yes,no,no,yes,no,3,2,1,2,4,8,8,11,0,0,0
20,3,3,2,3,2,yes,no,yes,yes,no,no,yes,yes,3,5,4,2,1,26,12,8,0,0,0
16,1,1,1,3,0,no,yes,no,no,yes,yes,yes,yes,3,1,4,4,1,4,8,12,0,0,0
20,1,3,2,2,0,no,no,yes,no,no,yes,yes,no,2,4,2,4,2,12,13,9,0,0,0
16,1,3,2,3,0,yes,no,no,no,yes,yes,no,yes,1,1,4,4,3,14,5,9,0,0,0
18,1,1,3,4,2,yes,yes,no,yes,yes,no,yes,no,2,3,2,1,1,12,9,8,0,0,0
17,4,4,1,1,2,no,yes,yes,yes,no,yes,yes,no,3,3,3,2,1,2,8,10,0,0,0
15,4,1,1,1,2,yes,no,no,yes,no,yes,yes,yes,3,1,1,4,2,14,11,9,0,0,0
19,4,1,2,1,0,no,no,no,no,no,yes,yes,yes,3,4,2,1,4,40,7,6,0,0,0
19,4,3,3,1,0,no,yes,no,no,no,yes,yes,yes,4,1,1,2,2,25,8,11,0,0,0
16,3,3,2,3,0,yes,no,no,yes,no,no,no,no,1,5,3,1,2,6,5,9,0,0,0
15,3,1,3,4,3,yes,no,no,yes,yes,yes,yes,yes,3,4,1,1,4,4,0,9,0,0,0
20,3,1,3,4,2,no,no,no,no,no,yes,no,no,2,4,3,2,2,10,10,6,0,0,0
17,3,3,1,2,2,no,yes,yes,no,no,no,no,yes,3,2,4,2,1,26,8,12,0,0,0
